referenceid	timestamp_started	timestamp_finished	username	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	soc	flag_review	comments
1177	2022-02-05 11:33:14	2022-02-05 11:34:57	ndevito	tri03033	NCT04338074	ClinicalTrials.gov	TXA and Corona Virus 2019 (COVID19) in Outpatients	https://clinicaltrials.gov/show/NCT04338074	NCT04338074	2021-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	Care for COVID19 would otherwise be standard of care.
1176	2022-02-05 11:35:06	2022-02-05 11:37:26	ndevito	tri00902	NCT04320277	ClinicalTrials.gov	Baricitinib in Symptomatic Patients Infected by COVID-19: an Open-label, Pilot Study.	https://clinicaltrials.gov/show/NCT04320277	NCT04320277	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Hydroxychloroquine;Lopinavir;Ritonavir	NULL	NULL
1174	2022-02-05 11:37:29	2022-02-05 11:38:20	ndevito	tri04650	CTRI/2020/06/025855	CTRI	Effect of AYUSH 64 in COVID 19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44386	CTRI/2020/06/025855	2020-08-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1172	2022-02-05 11:38:42	2022-02-05 11:39:38	ndevito	tri00026	ChiCTR2000029822	ChiCTR	A randomized controlled trial for honeysuckle decoction in the treatment of patients with novel coronavirus (COVID-19) infection	http://www.chictr.org.cn/showprojen.aspx?proj=49502	ChiCTR2000029822	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1173	2022-02-05 11:40:09	2022-02-05 11:42:11	ndevito	tri04021	IRCT20090304001739N3	IRCT	Evaluation of slow release mucoadhesive paste of” MUCODENTOL “ in oral vestibule on symptoms of COVID-19 disease  in hospital staff	http://en.irct.ir/trial/49065	IRCT20090304001739N3	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1170	2022-02-05 11:42:29	2022-02-05 11:43:28	ndevito	tri00426	ChiCTR2000030701	ChiCTR	A randomized, parallel controlled open-label trial for the efficacy and safety of Prolongin (Enoxaparin Sodium Injection) in the treatment of adult patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=50795	ChiCTR2000030701	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1171	2022-02-05 11:43:42	2022-02-05 11:44:45	ndevito	tri00596	ChiCTR2000030704	ChiCTR	Observation Of Clinical Efficacy And Safety Of Bufonis Venenum Injection In The Treatment Of Severe Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=50778	ChiCTR2000030704	2020-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1168	2022-02-05 11:45:10	2022-02-05 11:45:40	ndevito	tri00062	ChiCTR2000029656	ChiCTR	A randomized, open-label study to evaluate the efficacy and safety of low-dose corticosteroids in hospitalized patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49086	ChiCTR2000029656	2020-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1159	2022-02-05 11:45:55	2022-02-05 11:47:09	ndevito	tri03291	NCT04329611	ClinicalTrials.gov	ALBERTA HOPE COVID-19 for the Prevention of Severe COVID19 Disease	https://clinicaltrials.gov/show/NCT04329611	NCT04329611	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1153	2022-02-05 11:47:34	2022-02-05 11:48:07	ndevito	tri01224	NCT04364022	ClinicalTrials.gov	Efficacy of Pragmatic Same-day COVID-19 Ring Prophylaxis for Adult Individuals Exposed to SARS-CoV-2 in Switzerland	https://clinicaltrials.gov/show/NCT04364022	NCT04364022	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1155	2022-02-05 11:48:12	2022-02-05 11:48:25	ndevito	tri00107	ChiCTR2000029381	ChiCTR	A prospective comparative study for Xue-Bi-Jing injection in the treatment of novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48768	ChiCTR2000029381	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1157	2022-02-05 11:48:55	2022-02-05 11:50:15	ndevito	tri00193	NCT04275245	ClinicalTrials.gov	Clinical Study of Anti-CD147 Humanized Meplazumab for Injection to Treat With 2019-nCoV Pneumonia	https://clinicaltrials.gov/show/NCT04275245	NCT04275245	2020-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Methylprednisolone	NULL	NULL
1166	2022-02-05 11:50:46	2022-02-05 11:52:54	ndevito	tri05980	NCT04507867	ClinicalTrials.gov	Effect of a Nss to Reduce Complications in Patients With Covid-19 and Comorbidities in Stage III	https://clinicaltrials.gov/show/NCT04507867	NCT04507867	2021-04-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1165	2022-02-05 11:53:00	2022-02-05 11:54:55	ndevito	tri05947	NCT04501783	ClinicalTrials.gov	Study of Efficacy and Safety of TL-FVP-t vs. SOC in Patients With Mild to Moderate COVID-19	https://clinicaltrials.gov/show/NCT04501783	NCT04501783	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Chloroquine;Hydroxychloroquine;Recombinant Interferon Alpha;Umifenovir (Arbidol)	NULL	NULL
1162	2022-02-05 11:55:00	2022-02-05 11:58:25	ndevito	tri03602	NCT04444674	ClinicalTrials.gov	COVID-19 Vaccine (ChAdOx1 nCoV-19) Trial in South African Adults With and Without HIV-infection	https://clinicaltrials.gov/show/NCT04444674	NCT04444674	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	There were four groups that differ slightly in characteristics but overall there are just vaccine and placebo arms.
1161	2022-02-05 11:58:41	2022-02-05 11:59:49	ndevito	tri02615	NCT04411667	ClinicalTrials.gov	Study of SOC Plus IVIG Compared to SOC Alone in the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04411667	NCT04411667	2020-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1160	2022-02-05 11:59:53	2022-02-05 12:00:47	ndevito	tri02037	NCT04371952	ClinicalTrials.gov	DYNAMIC Study (DoxycYcliNe AMbulatoIre COVID-19)	https://clinicaltrials.gov/show/NCT04371952	NCT04371952	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1167	2022-02-05 12:01:18	2022-02-05 12:02:16	ndevito	tri06910	NCT04643561	ClinicalTrials.gov	Using Travelan to Boost Immune Response in Vitro to COVID-19	https://clinicaltrials.gov/show/NCT04643561	NCT04643561	2020-12-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1158	2022-02-05 12:02:24	2022-02-05 12:04:27	ndevito	tri03277	NCT04308668	ClinicalTrials.gov	Post-exposure Prophylaxis / Preemptive Therapy for SARS-Coronavirus-2	https://clinicaltrials.gov/show/NCT04308668	NCT04308668	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1169	2022-02-05 12:04:32	2022-02-05 12:05:23	ndevito	tri00160	ChiCTR2000030006	ChiCTR	A randomized controlled trial for the efficacy of ozonated autohemotherapy in the treatment of Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49737	ChiCTR2000030006	2020-05-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		NULL	NULL	NULL
1154	2022-02-05 12:05:29	2022-02-05 12:07:14	ndevito	tri01068	ISRCTN16912075	ISRCTN	RECOVERY Respiratory Support: Respiratory Strategies in patients with coronavirus COVID-19 – CPAP, high-flow nasal oxygen, and standard care	http://www.isrctn.com/ISRCTN16912075	ISRCTN16912075	2021-06-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		Oxygen mask	NULL	NULL
1689	2022-02-05 12:15:05	2022-02-05 12:19:43	ndevito	tri07408	NCT04713878	ClinicalTrials.gov	Mesenchymal Stem Cells Therapy in Patients With COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04713878	NCT04713878	2020-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Only difference between pt arms was comorbidity and intubation status so collapsed.
1688	2022-02-07 05:16:28	2022-02-07 05:18:41	ndevito	tri07395	NCT04709172	ClinicalTrials.gov	Pilot Study of Cefditoren Pivoxil in COVID-19 Patients With Mild to Moderate Pneumonia	https://clinicaltrials.gov/show/NCT04709172	NCT04709172	2021-08-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1690	2022-02-07 05:18:47	2022-02-07 05:20:41	ndevito	tri07414	ACTRN12621000034831	ANZCTR	Virucidal pilot study of Nasodine® (povidone-iodine 0.5%) nasal spray in people in South Africa with COVID-19 and confirmed nasal shedding of SARS-CoV-2 virus.	https://anzctr.org.au/ACTRN12621000034831.aspx	ACTRN12621000034831	2021-11-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1691	2022-02-07 05:23:33	2022-02-07 05:32:01	ndevito	tri07452	CTRI/2020/12/029735	CTRI	A Study to Assess the Safety and Efficacy of CoroQuil-Zn 750 in Comparison to the Standard of Care for the Treatment of Mild to Moderate COVID-19.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=48763	CTRI/2020/12/029735	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		Aspirin;Azithromycin;Ceftrixone;Corticosteroids (Unspecified);Enoxaparin;Paracetamol	NULL	NULL
1692	2022-02-07 05:32:05	2022-02-07 05:33:45	ndevito	tri07455	CTRI/2020/12/029745	CTRI	Efficacy of Homoeopathic prophylaxis Arsenicum Album against COVID-19	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=49613	CTRI/2020/12/029745	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1693	2022-02-07 05:33:49	2022-02-07 05:35:00	ndevito	tri07464	CTRI/2020/12/029814	CTRI	comparison of two drugs for better treatment of covid-19 related lung problems	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=49778	CTRI/2020/12/029814	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1702	2022-02-07 05:35:12	2022-02-07 05:35:51	ndevito	tri07630	NCT04723524	ClinicalTrials.gov	Jinhua Qinggan Granules in the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04723524	NCT04723524	2021-08-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1694	2022-02-07 05:36:05	2022-02-07 05:37:46	ndevito	tri07511	CTRI/2020/12/030165	CTRI	To assess the body resistance improvement and to evaluate the clinical use and well-being of DailyTabâ?¢Gold immuno booster and DailyTabâ?¢Gold immuno booster (For cardiac, diabetic and neuro conditions) along with standard of care in novel corona virus (COVID-19) patients.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=50753	CTRI/2020/12/030165	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Two different versions of branded product in two different arms.
1695	2022-02-07 05:37:57	2022-02-07 05:39:34	ndevito	tri07571	CTRI/2021/01/030729	CTRI	Effect of Crocodile breathing versus Prone positioning on heart rate,respiratory rate and oxygen saturation and pulmonary Function test in patients affected by COVID-19: A Pilot Study.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=51654	CTRI/2021/01/030729	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		Prone Positioning	NULL	NULL
1696	2022-02-07 05:39:44	2022-02-07 05:40:20	ndevito	tri07588	NCT04716647	ClinicalTrials.gov	Feasibility of Ayurveda in Patients With Mild-to-Moderate COVID-19: A Community-Based Participatory Research	https://clinicaltrials.gov/show/NCT04716647	NCT04716647	2020-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1697	2022-02-07 05:40:31	2022-02-07 05:43:57	ndevito	tri07591	NCT04718285	ClinicalTrials.gov	Investigation the Effect of Montelukast in COVID-19	https://clinicaltrials.gov/show/NCT04718285	NCT04718285	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		Favipiravir	NULL	NULL
1720	2022-02-07 05:44:23	2022-02-07 05:44:54	ndevito	tri07922	NCT04760821	ClinicalTrials.gov	Prevention of Acute Myocardial Injury by Trimetazidine in Patients Hospitalized for COVID-19	https://clinicaltrials.gov/show/NCT04760821	NCT04760821	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1725	2022-02-07 05:45:05	2022-02-07 05:45:38	ndevito	tri07987	NCT04773756	ClinicalTrials.gov	Evaluation of Sofosbuvir and Daclatasvir Combo in COIVD-19 Patients in Egypt	https://clinicaltrials.gov/show/NCT04773756	NCT04773756	2020-11-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1708	2022-02-07 05:45:53	2022-02-07 05:46:46	ndevito	tri07768	NCT04750317	ClinicalTrials.gov	Efficacy and Safety of Tofacitinib in Patients With COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04750317	NCT04750317	2020-08-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Collapsed arms that separated based on oxygenation.
1714	2022-02-07 05:48:28	2022-02-07 05:49:42	ndevito	tri07877	CTRI/2021/02/031256	CTRI	Madhav Rasayan Plus in subjects of COVID 19.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=52613	CTRI/2021/02/031256	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1704	2022-02-07 06:01:39	2022-02-07 06:03:57	ndevito	tri07657	NCT04730427	ClinicalTrials.gov	Safety and Preliminary Efficacy Study of GX-I7 in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04730427	NCT04730427	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1698	2022-02-07 06:04:12	2022-02-07 06:06:39	ndevito	tri07595	NCT04719208	ClinicalTrials.gov	[COVID-19] Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse	https://clinicaltrials.gov/show/NCT04719208	NCT04719208	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	4 different mouthwash arms
1699	2022-02-07 06:15:06	2022-02-07 06:17:02	ndevito	tri07601	NCT04721457	ClinicalTrials.gov	The Efficacy of Pre-procedural Mouth Rinses on COVID-19 Saliva Viral Load	https://clinicaltrials.gov/show/NCT04721457	NCT04721457	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1700	2022-02-07 06:17:19	2022-02-07 06:19:17	ndevito	tri07614	ChiCTR2000040146	ChiCTR	A Phase II, Randomized, Double-Blinded, Placebo-Controlled, Dose-Finding Clinical Trial to Evaluate the Safety and Immunogenicity of Different Doses of COVID-19 DNA Vaccine INO-4800 Administered Intradermally Followed by Electroporation in Healthy Adult and Elderly Volunteers	http://www.chictr.org.cn/showprojen.aspx?proj=64452	ChiCTR2000040146	2021-01-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Collpased 4 age cohorts into 2 different dosages and placebo
1701	2022-02-08 06:25:55	2022-02-08 06:28:43	ndevito	tri07629	NCT04721535	ClinicalTrials.gov	A Study of DWJ1248 in Prevention of COVID-19 Infection After the Exposure of SARS-COV-2	https://clinicaltrials.gov/show/NCT04721535	NCT04721535	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	DWJ1248 is Camostat
1703	2022-02-08 06:28:47	2022-02-08 06:29:58	ndevito	tri07637	NCT04725110	ClinicalTrials.gov	Direct Topical Lung T3 Treatment to Improve Outcome & Sequelae of COVID-19 Acute Respiratory Distress Syndrome	https://clinicaltrials.gov/show/NCT04725110	NCT04725110	2023-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1705	2022-02-08 06:30:05	2022-02-08 06:30:40	ndevito	tri07686	NCT04733651	ClinicalTrials.gov	Study to Investigate the Clinical Efficacy of Isoquercetin in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04733651	NCT04733651	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1706	2022-02-08 06:30:45	2022-02-08 06:32:08	ndevito	tri07712	NCT04742738	ClinicalTrials.gov	Safety and Immunogenicity Study of SARS-CoV-2 Nanoparticle Vaccine (GBP510) Adjuvanted With Aluminum Hydroxide (COVID-19)	https://clinicaltrials.gov/show/NCT04742738	NCT04742738	2021-07-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Collapsing into high dose, low dose, and placebo arms
1707	2022-02-08 06:32:24	2022-02-08 06:32:59	ndevito	tri07748	NCT04745442	ClinicalTrials.gov	Pilot Study of Antithrombin as Prophylaxis of Acute Respiratory Distress Syndrome in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04745442	NCT04745442	2020-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1709	2022-02-08 06:33:06	2022-02-08 06:35:32	ndevito	tri07769	NCT04750343	ClinicalTrials.gov	Safety and Immunogenicity Study of SARS-CoV-2 Nanoparticle Vaccine (GBP510) Adjuvanted With or Without AS03 (COVID-19)	https://clinicaltrials.gov/show/NCT04750343	NCT04750343	2021-07-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Collapsing into Vaccine arm, Vaccine + adjuvant arm, and placebo\n\nAS03 is adjuvant so grouping in with vaccine.
1710	2022-02-08 06:35:37	2022-02-08 06:35:59	ndevito	tri07782	NCT04754113	ClinicalTrials.gov	Effect of Prone Position onV/Q Matching in Non-intubated Patients With COVID-19	https://clinicaltrials.gov/show/NCT04754113	NCT04754113	2021-09-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1711	2022-02-08 06:36:06	2022-02-08 06:36:59	ndevito	tri07798	IRCT20201122049463N1	IRCT	The effect of chest wall hyperthermia on the blood oxygen saturation of Covid-19 patients	http://en.irct.ir/trial/52495	IRCT20201122049463N1	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1712	2022-02-08 06:37:07	2022-02-08 06:39:28	ndevito	tri07829	KCT0005834	CRIS	A Multi-center, Randomized, Double-blind, Parallel, Placebo-Controlled, Phase ? Clinical Trial to Evaluate Efficacy and Safety of Pyramax in Mild to Moderate COVID-19 Patients	http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=18138	NCT04475107; KCT0005834	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1713	2022-02-08 06:39:33	2022-02-08 06:40:50	ndevito	tri07846	CTRI/2021/01/030829	CTRI	Effectiveness of HFNC Vs non rebreathing mask for oxygen therapy in COVID 19 pneumonia	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=51297	CTRI/2021/01/030829	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		non-Rebreathing Mask	NULL	NULL
1715	2022-02-08 06:42:09	2022-02-08 06:43:39	ndevito	tri07884	CTRI/2021/02/031375	CTRI	Non Invasive Ventilation by Helmet mask vs. Facemask in Covid pneumonia patients.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=52608	CTRI/2021/02/031375	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		Oxygen mask	NULL	NULL
1723	2022-02-08 06:43:44	2022-02-08 06:44:31	ndevito	tri07960	NCT04757857	ClinicalTrials.gov	COVID-19 Antithrombotic Rivaroxaban Evaluation	https://clinicaltrials.gov/show/NCT04757857	NCT04757857	2021-09-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1716	2022-02-08 06:44:35	2022-02-08 06:46:39	ndevito	tri07902	NCT04756609	ClinicalTrials.gov	Systematic Offer of Nurse-Driven Screening for COVID-19 in Emergency Departments in the Paris Metropolitan Area, DEPIST-COVID	https://clinicaltrials.gov/show/NCT04756609	NCT04756609	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1717	2022-02-08 06:46:44	2022-02-08 06:47:14	ndevito	tri07910	NCT04757818	ClinicalTrials.gov	Double-blind, Randomized, Parallel, Placebo-controlled Clinical Study to Evaluate the Viral Load of SARS-CoV-2 in the Oral Cavity of SARS-CoV-2 Positive Subjects After the Use of a Mouthwash Containing Cetylpyridinium Chloride 0,07%.	https://clinicaltrials.gov/show/NCT04757818	NCT04757818	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1718	2022-02-08 06:47:20	2022-02-08 06:47:43	ndevito	tri07917	NCT04760561	ClinicalTrials.gov	Self-prone Positioning for Awake Non-intubated Patients With COVID-19	https://clinicaltrials.gov/show/NCT04760561	NCT04760561	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1719	2022-02-08 06:48:11	2022-02-08 06:50:36	ndevito	tri07919	NCT04760730	ClinicalTrials.gov	Safety and Immunogenicity Study in Adults of AZD1222 and rAd26-S Administered as Heterologous Prime Boost Regimen for the Prevention of Coronavirus Disease 2019 (COVID-19)	https://clinicaltrials.gov/show/NCT04760730	NCT04760730	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Both arms have slightly different doses.
1721	2022-02-08 06:50:42	2022-02-08 06:52:00	ndevito	tri07949	NCT04701502	ClinicalTrials.gov	Efficacy and Safety of Viusid and Asbrip in Hospitalized Patients With Mild and Moderate COVID-19	https://clinicaltrials.gov/show/NCT04701502	NCT04701502	2021-02-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1722	2022-02-08 06:52:07	2022-02-08 06:52:45	ndevito	tri07953	NCT04723563	ClinicalTrials.gov	Nebulized Heparin for the Treatment of COVID-19	https://clinicaltrials.gov/show/NCT04723563	NCT04723563	2021-08-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1724	2022-02-08 06:52:48	2022-02-08 06:54:41	ndevito	tri07978	NCT04770740	ClinicalTrials.gov	Randomized Controlled Clinical Trial to Investigate Effects of Vitamin K2 in COVID-19	https://clinicaltrials.gov/show/NCT04770740	NCT04770740	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	They talk about heparin in the experimental group but it doesn't look like a consistent standard of care.
1726	2022-02-08 06:54:45	2022-02-08 06:55:42	ndevito	tri08012	NCT04756466	ClinicalTrials.gov	Effect of the Consumption of a Lactobacillus Strain on the Incidence of Covid-19 in the Elderly	https://clinicaltrials.gov/show/NCT04756466	NCT04756466	2021-04-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1727	2022-02-08 06:55:46	2022-02-08 06:57:51	ndevito	tri08015	NCT04771559	ClinicalTrials.gov	Evaluation of the Effect and Side Effect Profile of Covid-19 Vaccine in Cancer Patients	https://clinicaltrials.gov/show/NCT04771559	NCT04771559	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	Found out which vaccine it was by looking at the publication https://www.futuremedicine.com/doi/10.2217/fon-2021-1248
1728	2022-02-08 16:30:12	2022-02-15 15:51:20	nahildebrand	tri08019	NCT04777981	ClinicalTrials.gov	(CBDRA60) to Prevent or Reduce Symptoms of COVID-19 and Prevention of Post-Acute Sequelae of SARS-CoV-2 Infection PASC	https://clinicaltrials.gov/show/NCT04777981	NCT04777981	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	TRUE	Should Cannabidiol in Combination With Red Algae be consider traditional medicine or?
1729	2022-02-08 16:31:46	2022-02-08 16:32:34	nahildebrand	tri08099	NCT04792021	ClinicalTrials.gov	Effect of N-acetylcysteine on Oxidative Stress in COVID-19 Patients	https://clinicaltrials.gov/show/NCT04792021	NCT04792021	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1730	2022-02-08 16:32:41	2022-02-08 16:35:24	nahildebrand	tri08103	NCT04793984	ClinicalTrials.gov	Efficacy and Safety Evaluation of Inhaleen Inhalation in Hospitalized COVID-19 Patients	https://clinicaltrials.gov/show/NCT04793984	NCT04793984	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1731	2022-02-08 16:35:34	2022-02-08 16:36:28	nahildebrand	tri08107	NCT04794803	ClinicalTrials.gov	Reparixin in COVID-19 Pneumonia - Efficacy and Safety	https://clinicaltrials.gov/show/NCT04794803	NCT04794803	2020-11-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1732	2022-02-08 17:29:08	2022-02-15 15:53:21	nahildebrand	tri08114	NCT04797936	ClinicalTrials.gov	BNO 1030 Extract (Imupret) in the Treatment of Mild Forms of COVID-19	https://clinicaltrials.gov/show/NCT04797936	NCT04797936	2020-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		Antipyretics;Paracetamol	NULL	NULL
1733	2022-02-08 17:29:32	2022-02-15 15:54:26	nahildebrand	tri08138	ChiCTR2100041706	ChiCTR	Safety and immunogenicity of New Coronavirus vaccine (COVID-19) inactivated by safety personnel: a randomized controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=66405	ChiCTR2100041706	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1739	2022-02-08 17:30:05	2022-02-08 17:35:06	nahildebrand	tri08279	NCT04695652	ClinicalTrials.gov	A Study to Evaluate MVC-COV1901 Vaccine Against COVID-19 in Adult	https://clinicaltrials.gov/show/NCT04695652	NCT04695652	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1740	2022-02-08 17:35:09	2022-02-08 17:39:02	nahildebrand	tri08314	NCT04802018	ClinicalTrials.gov	Clinical Decision Support System Based on Non-invasive Tele-monitoring of COVID-19 Patients	https://clinicaltrials.gov/show/NCT04802018	NCT04802018	2021-11-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	TRUE	NULL
1744	2022-02-08 17:39:12	2022-02-08 17:42:08	nahildebrand	tri08355	NCT04818489	ClinicalTrials.gov	Colchicine and Post-COVID-19 Pulmonary Fibrosis	https://clinicaltrials.gov/show/NCT04818489	NCT04818489	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1745	2022-02-08 17:42:13	2022-02-08 17:42:41	nahildebrand	tri08434	ChiCTR2100042069	ChiCTR	A randomized, open-label, blank-controlled, multi-center clinical study for Lian-Hua Qing-Ke Tablets in the treatment of COVID-19 patients with mild and common-type	http://www.chictr.org.cn/showprojen.aspx?proj=120071	ChiCTR2100042069	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
1746	2022-02-08 17:42:45	2022-02-08 17:45:35	nahildebrand	tri08435	ChiCTR2100042068	ChiCTR	A randomized, open-label, blank-controlled, multi-center clinical study for Lian-Hua Qing-Ke Tablets in the treatment of severe novel coronavirus pneumonia	http://www.chictr.org.cn/showprojen.aspx?proj=120075	ChiCTR2100042068	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		NULL	NULL	NULL
