referenceid	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	type	control_type	placebo_plus_soc	category	intervention	intervention_plus_soc
1798	tri09664	NCT04914832	ClinicalTrials.gov	Effectiveness of Covid-19 Vaccination in Eswatini Against SARS-CoV-2 Associated Hospitalization and Death	https://clinicaltrials.gov/show/NCT04914832	NCT04914832	2022-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	ChAdOx1 nCoV-19 (Ox-AZ)	no
1664	tri07058	NCT04625725	ClinicalTrials.gov	Phase III Double-blind, Placebo-controlled Study of AZD7442 for Pre-exposure Prophylaxis of COVID-19 in Adult.	https://clinicaltrials.gov/show/NCT04625725	EUCTR2020-004356-16; NCT04625725	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Cilgavimab;Tixagevimab	no
1664	tri07058	NCT04625725	ClinicalTrials.gov	Phase III Double-blind, Placebo-controlled Study of AZD7442 for Pre-exposure Prophylaxis of COVID-19 in Adult.	https://clinicaltrials.gov/show/NCT04625725	EUCTR2020-004356-16; NCT04625725	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1665	tri07059	NCT04625972	ClinicalTrials.gov	Phase III Double-blind, Placebo-controlled Study of AZD7442 for Post- Exposure Prophylaxis of COVID-19 in Adults	https://clinicaltrials.gov/show/NCT04625972	EUCTR2020-004719-28; NCT04625972	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Cilgavimab;Tixagevimab	no
1665	tri07059	NCT04625972	ClinicalTrials.gov	Phase III Double-blind, Placebo-controlled Study of AZD7442 for Post- Exposure Prophylaxis of COVID-19 in Adults	https://clinicaltrials.gov/show/NCT04625972	EUCTR2020-004719-28; NCT04625972	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1652	tri06896	NCT04641481	ClinicalTrials.gov	An Efficacy and Safety Clinical Trial of an Investigational COVID-19 Vaccine (BBV152) in Adult Volunteers	https://clinicaltrials.gov/show/NCT04641481	CTRI/2020/11/028976; NCT04641481	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	BBV152 (Covaxin)	no
1652	tri06896	NCT04641481	ClinicalTrials.gov	An Efficacy and Safety Clinical Trial of an Investigational COVID-19 Vaccine (BBV152) in Adult Volunteers	https://clinicaltrials.gov/show/NCT04641481	CTRI/2020/11/028976; NCT04641481	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1553	tri05660	NCT04471519	ClinicalTrials.gov	Whole-Virion Inactivated SARS-CoV-2 Vaccine (BBV152) for COVID-19 in Healthy Volunteers	https://clinicaltrials.gov/show/NCT04471519	CTRI/2020/07/026300; NCT04471519	2020-07-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	BBV152 (Covaxin)	no
1553	tri05660	NCT04471519	ClinicalTrials.gov	Whole-Virion Inactivated SARS-CoV-2 Vaccine (BBV152) for COVID-19 in Healthy Volunteers	https://clinicaltrials.gov/show/NCT04471519	CTRI/2020/07/026300; NCT04471519	2020-07-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	BBV152 (Covaxin)	no
1771	tri08872	NCT04860739	ClinicalTrials.gov	Vaccination With COMIRNATY in Subjects With a VAXZEVRIA First Dose	https://clinicaltrials.gov/show/NCT04860739	EUCTR2021-001978-37; NCT04860739	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	BNT162b2 (Comirnaty)	no
1771	tri08872	NCT04860739	ClinicalTrials.gov	Vaccination With COMIRNATY in Subjects With a VAXZEVRIA First Dose	https://clinicaltrials.gov/show/NCT04860739	EUCTR2021-001978-37; NCT04860739	2021-05-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	no_treatment	NULL	NULL	NULL	NULL
1791	tri09557	ACTRN12621000532808	ANZCTR	Vaccination of kidney transplant and dialysis patients and their close household contacts against COVID-19	https://anzctr.org.au/ACTRN12621000532808.aspx	ACTRN12621000532808	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	BNT162b2 (Comirnaty)	no
1791	tri09557	ACTRN12621000532808	ANZCTR	Vaccination of kidney transplant and dialysis patients and their close household contacts against COVID-19	https://anzctr.org.au/ACTRN12621000532808.aspx	ACTRN12621000532808	2021-12-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	ChAdOx1 nCoV-19 (Vaxzevria)	no
1320	tri03745	NCT04324606	ClinicalTrials.gov	A Study of a Candidate COVID-19 Vaccine (COV001)	https://clinicaltrials.gov/show/NCT04324606	NCT04324606; EUCTR2020-001072-15; ISRCTN15281137	2021-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	ChAdOx1 nCoV-19 (Vaxzevria)	no
1320	tri03745	NCT04324606	ClinicalTrials.gov	A Study of a Candidate COVID-19 Vaccine (COV001)	https://clinicaltrials.gov/show/NCT04324606	NCT04324606; EUCTR2020-001072-15; ISRCTN15281137	2021-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	other_unknown	NULL	NULL	NULL	NULL
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	CoVLP (Covifenz)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	CoVLP (Covifenz)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	CoVLP (Covifenz)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	CoVLP (Covifenz);CpG 1018 (adjuvant)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	CoVLP (Covifenz);CpG 1018 (adjuvant)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	CoVLP (Covifenz);CpG 1018 (adjuvant)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	AS03 (adjuvant);CoVLP (Covifenz)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	AS03 (adjuvant);CoVLP (Covifenz)	no
1543	tri05447	NCT04450004	ClinicalTrials.gov	Safety, Tolerability and Immunogenicinity of a Coronavirus-Like Particle COVID-19 Vaccine in Adults Aged 18-55 Years.	https://clinicaltrials.gov/show/NCT04450004	NCT04450004	2021-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	AS03 (adjuvant);CoVLP (Covifenz)	no
1544	tri05492	NCT04453852	ClinicalTrials.gov	Monovalent Recombinant COVID19 Vaccine	https://clinicaltrials.gov/show/NCT04453852	NCT04453852	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	COVAX-19 (SpikoGen)	no
1544	tri05492	NCT04453852	ClinicalTrials.gov	Monovalent Recombinant COVID19 Vaccine	https://clinicaltrials.gov/show/NCT04453852	NCT04453852	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1551	tri05649	NCT04470427	ClinicalTrials.gov	A Study to Evaluate Efficacy, Safety, and Immunogenicity of mRNA-1273 Vaccine in Adults Aged 18 Years and Older to Prevent COVID-19	https://clinicaltrials.gov/show/NCT04470427	NCT04470427	2022-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	mRNA-1273 (Spikevax)	no
1551	tri05649	NCT04470427	ClinicalTrials.gov	A Study to Evaluate Efficacy, Safety, and Immunogenicity of mRNA-1273 Vaccine in Adults Aged 18 Years and Older to Prevent COVID-19	https://clinicaltrials.gov/show/NCT04470427	NCT04470427	2022-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1523	tri04902	CTRI/2020/08/027170	CTRI	Study to check the safety and immune response of a COVID-19 vaccine in healthy Indian adults.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46186	CTRI/2020/08/027170	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	ChAdOx1-S (Covishield)	no
1523	tri04902	CTRI/2020/08/027170	CTRI	Study to check the safety and immune response of a COVID-19 vaccine in healthy Indian adults.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46186	CTRI/2020/08/027170	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
1523	tri04902	CTRI/2020/08/027170	CTRI	Study to check the safety and immune response of a COVID-19 vaccine in healthy Indian adults.	http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46186	CTRI/2020/08/027170	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1667	tri07109	NCT04652102	ClinicalTrials.gov	A Study to Determine the Safety and Efficacy of SARS-CoV-2 mRNA Vaccine CVnCoV in Adults for COVID-19	https://clinicaltrials.gov/show/NCT04652102	EUCTR2020-003998-22; NCT04652102	2021-04-01	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	CVnCoV (Curevac)	no
1667	tri07109	NCT04652102	ClinicalTrials.gov	A Study to Determine the Safety and Efficacy of SARS-CoV-2 mRNA Vaccine CVnCoV in Adults for COVID-19	https://clinicaltrials.gov/show/NCT04652102	EUCTR2020-003998-22; NCT04652102	2021-04-01	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1817	tri10121	NCT04674189	ClinicalTrials.gov	A Study to Evaluate the Safety and Immunogenicity of Vaccine CVnCoV in Healthy Adults in Germany for COVID-19	https://clinicaltrials.gov/show/NCT04674189	NCT04674189	2022-06-01	TRUE	TRUE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	CVnCoV (Curevac)	no
1817	tri10121	NCT04674189	ClinicalTrials.gov	A Study to Evaluate the Safety and Immunogenicity of Vaccine CVnCoV in Healthy Adults in Germany for COVID-19	https://clinicaltrials.gov/show/NCT04674189	NCT04674189	2022-06-01	TRUE	TRUE	FALSE	FALSE		TRUE		control	placebo	no	NULL	NULL	NULL
300	tri05584	NCT04463472	ClinicalTrials.gov	Study of COVID-19 DNA Vaccine (AG0301-COVID19)	https://clinicaltrials.gov/show/NCT04463472	NCT04463472	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	AG0301-COVID19 (AnGes)	no
1088	tri06561	NCT04587219	ClinicalTrials.gov	The Study of 'Gam-COVID-Vac' Vaccine Against COVID-19 With the Participation of Volunteers of 60 y.o and Older	https://clinicaltrials.gov/show/NCT04587219	NCT04587219	2021-03-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	Gam-COVID-Vac (Sputnik V)	no
1587	tri06159	NCT04530396	ClinicalTrials.gov	Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19	https://clinicaltrials.gov/show/NCT04530396	NCT04530396	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	Gam-COVID-Vac (Sputnik V)	no
1587	tri06159	NCT04530396	ClinicalTrials.gov	Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19	https://clinicaltrials.gov/show/NCT04530396	NCT04530396	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1753	tri08473	NCT04791423	ClinicalTrials.gov	Study of GRAd-COV2 for the Prevention of COVID-19 in Adults	https://clinicaltrials.gov/show/NCT04791423	NCT04791423	2021-10-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	GRAd-COV2 (ReiThera)	no
1753	tri08473	NCT04791423	ClinicalTrials.gov	Study of GRAd-COV2 for the Prevention of COVID-19 in Adults	https://clinicaltrials.gov/show/NCT04791423	NCT04791423	2021-10-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	GRAd-COV2 (ReiThera)	no
1753	tri08473	NCT04791423	ClinicalTrials.gov	Study of GRAd-COV2 for the Prevention of COVID-19 in Adults	https://clinicaltrials.gov/show/NCT04791423	NCT04791423	2021-10-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	no	NULL	NULL	NULL
1244	tri02619	NCT04412538	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19	https://clinicaltrials.gov/show/NCT04412538	NCT04412538	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (CAMS)	no
1244	tri02619	NCT04412538	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19	https://clinicaltrials.gov/show/NCT04412538	NCT04412538	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (CAMS)	no
1244	tri02619	NCT04412538	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19	https://clinicaltrials.gov/show/NCT04412538	NCT04412538	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (CAMS)	no
1244	tri02619	NCT04412538	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19	https://clinicaltrials.gov/show/NCT04412538	NCT04412538	2020-09-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
303	tri05654	NCT04470609	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19 in People Aged ?60 Years	https://clinicaltrials.gov/show/NCT04470609	NCT04470609	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (CAMS)	no
303	tri05654	NCT04470609	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19 in People Aged ?60 Years	https://clinicaltrials.gov/show/NCT04470609	NCT04470609	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (CAMS)	no
303	tri05654	NCT04470609	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19 in People Aged ?60 Years	https://clinicaltrials.gov/show/NCT04470609	NCT04470609	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (CAMS)	no
303	tri05654	NCT04470609	ClinicalTrials.gov	Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19 in People Aged ?60 Years	https://clinicaltrials.gov/show/NCT04470609	NCT04470609	2020-11-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
1734	tri08139	ChiCTR2100041705	ChiCTR	A randomized, controlled trial for the safety and immunogenicity of novel coronavirus pneumonia (COVID-19) inactivated vaccine in airline ground staff	http://www.chictr.org.cn/showprojen.aspx?proj=66407	ChiCTR2100041705	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (Sinopharm Wuhan)	no
1735	tri08140	ChiCTR2100041704	ChiCTR	A multicenter, randomized controlled trial for the safety and immunogenicity of novel coronavirus pneumonia (COVID-19) inactivated vaccine in medical and health services personnel	http://www.chictr.org.cn/showprojen.aspx?proj=66464	ChiCTR2100041704	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (Sinopharm Wuhan)	no
1814	tri10070	TCTR20210308003	TCTR	Safety and Immunogenicity of inactivated COVID-19 vaccine and virus vector vaccine in Thai adults	www.thaiclinicaltrials.org/show/TCTR20210308003	TCTR20210308003	2021-08-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	CoronaVac (Sinovac)	no
1733	tri08138	ChiCTR2100041706	ChiCTR	Safety and immunogenicity of New Coronavirus vaccine (COVID-19) inactivated by safety personnel: a randomized controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=66405	ChiCTR2100041706	2021-03-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	Vero Cell Vaccine (Sinopharm Wuhan)	no
1298	tri01125	NCT04352608	ClinicalTrials.gov	Safety and Immunogenicity Study of Inactivated Vaccine for Prophylaxis of SARS CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04352608	NCT04352608	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	CoronaVac (Sinovac)	no
1298	tri01125	NCT04352608	ClinicalTrials.gov	Safety and Immunogenicity Study of Inactivated Vaccine for Prophylaxis of SARS CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04352608	NCT04352608	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	CoronaVac (Sinovac)	no
1298	tri01125	NCT04352608	ClinicalTrials.gov	Safety and Immunogenicity Study of Inactivated Vaccine for Prophylaxis of SARS CoV-2 Infection (COVID-19)	https://clinicaltrials.gov/show/NCT04352608	NCT04352608	2020-07-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
1831	tri07899	NCT04756323	ClinicalTrials.gov	A Study to Evaluate Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above(COVID-19)	https://clinicaltrials.gov/show/NCT04756323	NCT04756323	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	KCONVAC	no
1831	tri07899	NCT04756323	ClinicalTrials.gov	A Study to Evaluate Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above(COVID-19)	https://clinicaltrials.gov/show/NCT04756323	NCT04756323	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		experimental	NULL	NULL	vaccine_covid	KCONVAC	no
1831	tri07899	NCT04756323	ClinicalTrials.gov	A Study to Evaluate Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above(COVID-19)	https://clinicaltrials.gov/show/NCT04756323	NCT04756323	2021-06-01	FALSE	FALSE	FALSE	FALSE		TRUE		control	placebo	no	NULL	NULL	NULL
1431	tri02564	NCT04336410	ClinicalTrials.gov	Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers	https://clinicaltrials.gov/show/NCT04336410	NCT04336410	2022-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	INO-4800	defined_soc
1431	tri02564	NCT04336410	ClinicalTrials.gov	Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers	https://clinicaltrials.gov/show/NCT04336410	NCT04336410	2022-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	INO-4800	defined_soc
1431	tri02564	NCT04336410	ClinicalTrials.gov	Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers	https://clinicaltrials.gov/show/NCT04336410	NCT04336410	2022-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	INO-4800	defined_soc
1508	tri04425	PACTR202009726132275	PACTR	A Study Looking at the Safety and Effectiveness of a COVID-19 Vaccine Plus Adjuvant in South African Adults	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12319	PACTR202009726132275	2020-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	Matrix-M1 (adjuvant);SARS-CoV-2 rs (Novavax)	no
1508	tri04425	PACTR202009726132275	PACTR	A Study Looking at the Safety and Effectiveness of a COVID-19 Vaccine Plus Adjuvant in South African Adults	https://pactr.samrc.ac.za/TrialDisplay.aspx?TrialID=12319	PACTR202009726132275	2020-09-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1480	tri03422	NCT04405076	ClinicalTrials.gov	Dose-Confirmation Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of mRNA-1273 COVID-19 Vaccine in Adults Aged 18 Years and Older	https://clinicaltrials.gov/show/NCT04405076	NCT04405076	2021-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	mRNA-1273 (Spikevax)	no
1480	tri03422	NCT04405076	ClinicalTrials.gov	Dose-Confirmation Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of mRNA-1273 COVID-19 Vaccine in Adults Aged 18 Years and Older	https://clinicaltrials.gov/show/NCT04405076	NCT04405076	2021-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	mRNA-1273 (Spikevax)	no
1480	tri03422	NCT04405076	ClinicalTrials.gov	Dose-Confirmation Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of mRNA-1273 COVID-19 Vaccine in Adults Aged 18 Years and Older	https://clinicaltrials.gov/show/NCT04405076	NCT04405076	2021-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
1063	tri06955	NCT04466085	ClinicalTrials.gov	Clinical Study of Recombinant Novel Coronavirus Vaccine	https://clinicaltrials.gov/show/NCT04466085	NCT04466085	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	ZF2001 (Zifivax)	no
1063	tri06955	NCT04466085	ClinicalTrials.gov	Clinical Study of Recombinant Novel Coronavirus Vaccine	https://clinicaltrials.gov/show/NCT04466085	NCT04466085	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		experimental	NULL	NULL	vaccine_covid	ZF2001 (Zifivax)	no
1063	tri06955	NCT04466085	ClinicalTrials.gov	Clinical Study of Recombinant Novel Coronavirus Vaccine	https://clinicaltrials.gov/show/NCT04466085	NCT04466085	2020-10-01	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		control	placebo	no	NULL	NULL	NULL
1483	tri03425	NCT04405908	ClinicalTrials.gov	SCB-2019 as COVID-19 Vaccine	https://clinicaltrials.gov/show/NCT04405908	NCT04405908	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	SCB-2019 (Clover)	no
1483	tri03425	NCT04405908	ClinicalTrials.gov	SCB-2019 as COVID-19 Vaccine	https://clinicaltrials.gov/show/NCT04405908	NCT04405908	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	SCB-2019 (Clover)	no
1483	tri03425	NCT04405908	ClinicalTrials.gov	SCB-2019 as COVID-19 Vaccine	https://clinicaltrials.gov/show/NCT04405908	NCT04405908	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	SCB-2019 (Clover)	no
1483	tri03425	NCT04405908	ClinicalTrials.gov	SCB-2019 as COVID-19 Vaccine	https://clinicaltrials.gov/show/NCT04405908	NCT04405908	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	AS03 (adjuvant);SCB-2019 (Clover)	no
1483	tri03425	NCT04405908	ClinicalTrials.gov	SCB-2019 as COVID-19 Vaccine	https://clinicaltrials.gov/show/NCT04405908	NCT04405908	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	AS03 (adjuvant);SCB-2019 (Clover)	no
1483	tri03425	NCT04405908	ClinicalTrials.gov	SCB-2019 as COVID-19 Vaccine	https://clinicaltrials.gov/show/NCT04405908	NCT04405908	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	AS03 (adjuvant);SCB-2019 (Clover)	no
1483	tri03425	NCT04405908	ClinicalTrials.gov	SCB-2019 as COVID-19 Vaccine	https://clinicaltrials.gov/show/NCT04405908	NCT04405908	2020-10-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	vaccine_covid	Alum (adjuvant);CpG 1018;SCB-2019 (Clover)	no
