referenceid	username	db_id	trialid	source_register	title	web_address	trns	completion_month	is_german_covidevidence	is_german_in_germany	is_german_drks	is_german_euctr	is_searched_cutoff_2	is_searched_cutoff_3	abstract	type	control_type	placebo_plus_soc	category	intervention	intervention_plus_soc
715	joschwietering	tri07193	NCT04664010	ClinicalTrials.gov	Efficacy and Safety of High-dose Vitamin C Combined With Chinese Medicine Against Coronavirus Pneumonia (COVID-19)	https://clinicaltrials.gov/show/NCT04664010	NCT04664010	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	nutritional_supplement	Vitamin C	defined_soc
716	joschwietering	tri01108	NCT04339712	ClinicalTrials.gov	Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction	https://clinicaltrials.gov/show/NCT04339712	NCT04339712; EUCTR2020-001039-29	2020-12-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Anakinra	no
716	joschwietering	tri01108	NCT04339712	ClinicalTrials.gov	Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction	https://clinicaltrials.gov/show/NCT04339712	NCT04339712; EUCTR2020-001039-29	2020-12-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Tocilizumab	no
709	joschwietering	tri06421	NCT04567173	ClinicalTrials.gov	Convalescent Plasma as Adjunctive Therapy for Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04567173	NCT04567173	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
709	joschwietering	tri06421	NCT04567173	ClinicalTrials.gov	Convalescent Plasma as Adjunctive Therapy for Hospitalized Patients With COVID-19	https://clinicaltrials.gov/show/NCT04567173	NCT04567173	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
708	joschwietering	tri06211	NCT04535791	ClinicalTrials.gov	Efficacy of Vitamin D Supplementation to Prevent the Risk of Acquiring COVID-19 in Healthcare Workers	https://clinicaltrials.gov/show/NCT04535791	NCT04535791	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	nutritional_supplement	Vitamin D3 (Cholecalciferol)	no
708	joschwietering	tri06211	NCT04535791	ClinicalTrials.gov	Efficacy of Vitamin D Supplementation to Prevent the Risk of Acquiring COVID-19 in Healthcare Workers	https://clinicaltrials.gov/show/NCT04535791	NCT04535791	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
707	joschwietering	tri06084	NCT04521036	ClinicalTrials.gov	Convalescent Plasma for COVID-19 Patients (CPCP)	https://clinicaltrials.gov/show/NCT04521036	NCT04521036	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
707	joschwietering	tri06084	NCT04521036	ClinicalTrials.gov	Convalescent Plasma for COVID-19 Patients (CPCP)	https://clinicaltrials.gov/show/NCT04521036	NCT04521036	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
706	joschwietering	tri06023	NCT04513184	ClinicalTrials.gov	Randomized Clinical Trial of Intranasal Dexamethasone as an Adjuvant in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04513184	NCT04513184	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Dexamethasone	no
706	joschwietering	tri06023	NCT04513184	ClinicalTrials.gov	Randomized Clinical Trial of Intranasal Dexamethasone as an Adjuvant in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04513184	NCT04513184	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
705	joschwietering	tri05959	NCT04502667	ClinicalTrials.gov	Efficacy of Vitamin D Treatment in Pediatric Patients Hospitalized by COVID-19	https://clinicaltrials.gov/show/NCT04502667	NCT04502667	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	nutritional_supplement	Vitamin D3 (Cholecalciferol)	no
705	joschwietering	tri05959	NCT04502667	ClinicalTrials.gov	Efficacy of Vitamin D Treatment in Pediatric Patients Hospitalized by COVID-19	https://clinicaltrials.gov/show/NCT04502667	NCT04502667	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
704	joschwietering	tri05608	NCT04466540	ClinicalTrials.gov	Randomized Placebo-controlled Trial of Hydroxychloroquine in Outpatient Cases With Coronavirus Disease 2019 (COVID-19)	https://clinicaltrials.gov/show/NCT04466540	NCT04466540	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
704	joschwietering	tri05608	NCT04466540	ClinicalTrials.gov	Randomized Placebo-controlled Trial of Hydroxychloroquine in Outpatient Cases With Coronavirus Disease 2019 (COVID-19)	https://clinicaltrials.gov/show/NCT04466540	NCT04466540	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
694	joschwietering	tri02138	NCT04391101	ClinicalTrials.gov	Convalescent Plasma for the Treatment of Severe SARS-CoV-2 (COVID-19)	https://clinicaltrials.gov/show/NCT04391101	NCT04391101	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
694	joschwietering	tri02138	NCT04391101	ClinicalTrials.gov	Convalescent Plasma for the Treatment of Severe SARS-CoV-2 (COVID-19)	https://clinicaltrials.gov/show/NCT04391101	NCT04391101	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
693	joschwietering	tri01872	NCT04384588	ClinicalTrials.gov	COVID19-Convalescent Plasma for Treating Patients With Active Symptomatic COVID 19 Infection (FALP-COVID)	https://clinicaltrials.gov/show/NCT04384588	NCT04384588	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
692	joschwietering	tri05386	NCT04376034	ClinicalTrials.gov	Convalescent Plasma Collection and Treatment in Pediatrics and Adults	https://clinicaltrials.gov/show/NCT04376034	NCT04376034	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
692	joschwietering	tri05386	NCT04376034	ClinicalTrials.gov	Convalescent Plasma Collection and Treatment in Pediatrics and Adults	https://clinicaltrials.gov/show/NCT04376034	NCT04376034	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
692	joschwietering	tri05386	NCT04376034	ClinicalTrials.gov	Convalescent Plasma Collection and Treatment in Pediatrics and Adults	https://clinicaltrials.gov/show/NCT04376034	NCT04376034	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
691	joschwietering	tri02961	NCT04374565	ClinicalTrials.gov	Convalescent Plasma for Treatment of COVID-19 Patients With Pneumonia	https://clinicaltrials.gov/show/NCT04374565	NCT04374565	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
690	joschwietering	tri01476	NCT04374539	ClinicalTrials.gov	Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial	https://clinicaltrials.gov/show/NCT04374539	NCT04374539	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	procedure	Therapeutic plasma exchange	defined_soc
690	joschwietering	tri01476	NCT04374539	ClinicalTrials.gov	Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial	https://clinicaltrials.gov/show/NCT04374539	NCT04374539	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL	NULL	NULL
689	joschwietering	tri02038	NCT04372979	ClinicalTrials.gov	Efficacy of Convalescent Plasma Therapy in the Early Care of COVID-19 Patients.	https://clinicaltrials.gov/show/NCT04372979	NCT04372979	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
689	joschwietering	tri02038	NCT04372979	ClinicalTrials.gov	Efficacy of Convalescent Plasma Therapy in the Early Care of COVID-19 Patients.	https://clinicaltrials.gov/show/NCT04372979	NCT04372979	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
688	joschwietering	tri03346	NCT04363853	ClinicalTrials.gov	Tocilizumab Treatment in Patients With COVID-19	https://clinicaltrials.gov/show/NCT04363853	NCT04363853	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Tocilizumab	no
686	joschwietering	tri03343	NCT04363203	ClinicalTrials.gov	VA Remote and Equitable Access to COVID-19 Healthcare Delivery (VA-REACH TRIAL)	https://clinicaltrials.gov/show/NCT04363203	NCT04363203	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
686	joschwietering	tri03343	NCT04363203	ClinicalTrials.gov	VA Remote and Equitable Access to COVID-19 Healthcare Delivery (VA-REACH TRIAL)	https://clinicaltrials.gov/show/NCT04363203	NCT04363203	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin	no
686	joschwietering	tri03343	NCT04363203	ClinicalTrials.gov	VA Remote and Equitable Access to COVID-19 Healthcare Delivery (VA-REACH TRIAL)	https://clinicaltrials.gov/show/NCT04363203	NCT04363203	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
687	joschwietering	tri01312	NCT04363450	ClinicalTrials.gov	Hydroxychloroquine as Prophylaxis for COVID-19 in Healthcare Workers (HCQPreP)	https://clinicaltrials.gov/show/NCT04363450	NCT04363450	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
687	joschwietering	tri01312	NCT04363450	ClinicalTrials.gov	Hydroxychloroquine as Prophylaxis for COVID-19 in Healthcare Workers (HCQPreP)	https://clinicaltrials.gov/show/NCT04363450	NCT04363450	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
685	joschwietering	tri01208	NCT04362111	ClinicalTrials.gov	Early Treatment of Cytokine Storm Syndrome in Covid-19	https://clinicaltrials.gov/show/NCT04362111	NCT04362111	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Anakinra	no
685	joschwietering	tri01208	NCT04362111	ClinicalTrials.gov	Early Treatment of Cytokine Storm Syndrome in Covid-19	https://clinicaltrials.gov/show/NCT04362111	NCT04362111	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
684	joschwietering	tri02030	NCT04361253	ClinicalTrials.gov	Evaluation of SARS-CoV-2 (COVID-19) Antibody-containing Plasma thErapy	https://clinicaltrials.gov/show/NCT04361253	NCT04361253	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
684	joschwietering	tri02030	NCT04361253	ClinicalTrials.gov	Evaluation of SARS-CoV-2 (COVID-19) Antibody-containing Plasma thErapy	https://clinicaltrials.gov/show/NCT04361253	NCT04361253	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
683	joschwietering	tri01179	NCT04359953	ClinicalTrials.gov	Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19	https://clinicaltrials.gov/show/NCT04359953	NCT04359953; EUCTR2020-001303-16	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
683	joschwietering	tri01179	NCT04359953	ClinicalTrials.gov	Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19	https://clinicaltrials.gov/show/NCT04359953	NCT04359953; EUCTR2020-001303-16	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin	no
683	joschwietering	tri01179	NCT04359953	ClinicalTrials.gov	Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19	https://clinicaltrials.gov/show/NCT04359953	NCT04359953; EUCTR2020-001303-16	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Telmisartan	no
683	joschwietering	tri01179	NCT04359953	ClinicalTrials.gov	Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19	https://clinicaltrials.gov/show/NCT04359953	NCT04359953; EUCTR2020-001303-16	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
682	joschwietering	tri01898	NCT04353206	ClinicalTrials.gov	Convalescent Plasma in ICU Patients With COVID-19-induced Respiratory Failure	https://clinicaltrials.gov/show/NCT04353206	NCT04353206	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
681	joschwietering	tri01896	NCT04352751	ClinicalTrials.gov	Experimental Use of Convalescent Plasma for Passive Immunization in Current COVID-19 Pandemic in Pakistan in 2020	https://clinicaltrials.gov/show/NCT04352751	NCT04352751	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
680	joschwietering	tri05354	NCT04345991	ClinicalTrials.gov	Efficacy of Convalescent Plasma to Treat COVID-19 Patients, a Nested Trial in the CORIMUNO-19 Cohort	https://clinicaltrials.gov/show/NCT04345991	NCT04345991; EUCTR2020-001246-18	2020-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
680	joschwietering	tri05354	NCT04345991	ClinicalTrials.gov	Efficacy of Convalescent Plasma to Treat COVID-19 Patients, a Nested Trial in the CORIMUNO-19 Cohort	https://clinicaltrials.gov/show/NCT04345991	NCT04345991; EUCTR2020-001246-18	2020-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
679	joschwietering	tri02333	NCT04345289	ClinicalTrials.gov	Efficacy and Safety of Novel Treatment Options for Adults With COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04345289	NCT04345289; EUCTR2020-001367-88	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	no
679	joschwietering	tri02333	NCT04345289	ClinicalTrials.gov	Efficacy and Safety of Novel Treatment Options for Adults With COVID-19 Pneumonia	https://clinicaltrials.gov/show/NCT04345289	NCT04345289; EUCTR2020-001367-88	2021-06-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
678	joschwietering	tri00949	NCT04344444	ClinicalTrials.gov	Treatment in Patients With Suspected or Confirmed COVID-19 With Early Moderate or Severe Disease	https://clinicaltrials.gov/show/NCT04344444	NCT04344444	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
678	joschwietering	tri00949	NCT04344444	ClinicalTrials.gov	Treatment in Patients With Suspected or Confirmed COVID-19 With Early Moderate or Severe Disease	https://clinicaltrials.gov/show/NCT04344444	NCT04344444	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Azithromycin;Hydroxychloroquine	no
678	joschwietering	tri00949	NCT04344444	ClinicalTrials.gov	Treatment in Patients With Suspected or Confirmed COVID-19 With Early Moderate or Severe Disease	https://clinicaltrials.gov/show/NCT04344444	NCT04344444	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
677	joschwietering	tri00933	NCT04342169	ClinicalTrials.gov	University of Utah COVID-19 Hydrochloroquine Trial	https://clinicaltrials.gov/show/NCT04342169	NCT04342169	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
677	joschwietering	tri00933	NCT04342169	ClinicalTrials.gov	University of Utah COVID-19 Hydrochloroquine Trial	https://clinicaltrials.gov/show/NCT04342169	NCT04342169	2021-04-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	placebo	no	NULL	NULL	NULL
676	joschwietering	tri02452	NCT04334967	ClinicalTrials.gov	Hydroxychloroquine in Patients With Newly Diagnosed COVID-19 Compared to Standard of Care	https://clinicaltrials.gov/show/NCT04334967	NCT04334967	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	defined_soc
676	joschwietering	tri02452	NCT04334967	ClinicalTrials.gov	Hydroxychloroquine in Patients With Newly Diagnosed COVID-19 Compared to Standard of Care	https://clinicaltrials.gov/show/NCT04334967	NCT04334967	2021-05-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	defined_soc	NULL	NULL		NULL
675	joschwietering	tri00672	NCT04330144	ClinicalTrials.gov	Hydroxychloroquine as Post Exposure Prophylaxis for SARS-CoV-2(HOPE Trial)	https://clinicaltrials.gov/show/NCT04330144	NCT04330144; KCT0004907	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
675	joschwietering	tri00672	NCT04330144	ClinicalTrials.gov	Hydroxychloroquine as Post Exposure Prophylaxis for SARS-CoV-2(HOPE Trial)	https://clinicaltrials.gov/show/NCT04330144	NCT04330144; KCT0004907	2021-03-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	no_treatment	NULL	NULL	NULL	NULL
666	joschwietering	tri00530	ChiCTR2000029496	ChiCTR	A randomized, open label, parallel controlled trial of evaluating the efficacy of recombinant cytokine gene-derived protein injection for clearing novel coronavirus in patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48809	ChiCTR2000029496	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Novaferon	undefined_soc
666	joschwietering	tri00530	ChiCTR2000029496	ChiCTR	A randomized, open label, parallel controlled trial of evaluating the efficacy of recombinant cytokine gene-derived protein injection for clearing novel coronavirus in patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48809	ChiCTR2000029496	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	undefined_soc
666	joschwietering	tri00530	ChiCTR2000029496	ChiCTR	A randomized, open label, parallel controlled trial of evaluating the efficacy of recombinant cytokine gene-derived protein injection for clearing novel coronavirus in patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48809	ChiCTR2000029496	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	NULL	Lopinavir;Novaferon;Ritonavir	undefined_soc
665	joschwietering	tri00324	ChiCTR2000029308	ChiCTR	A randomized, controlled open-label trial to evaluate the efficacy and safety of lopinavir-ritonavir in hospitalized patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48684	ChiCTR2000029308	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	no
665	joschwietering	tri00324	ChiCTR2000029308	ChiCTR	A randomized, controlled open-label trial to evaluate the efficacy and safety of lopinavir-ritonavir in hospitalized patients with novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48684	ChiCTR2000029308	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
664	joschwietering	tri00319	ChiCTR2000029757	ChiCTR	Convalescent plasma for the treatment of severe and critical novel coronavirus pneumonia (COVID-19): a prospective randomized controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=49081	ChiCTR2000029757	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	biologics	Convalescent Plasma	undefined_soc
664	joschwietering	tri00319	ChiCTR2000029757	ChiCTR	Convalescent plasma for the treatment of severe and critical novel coronavirus pneumonia (COVID-19): a prospective randomized controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=49081	ChiCTR2000029757	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
663	joschwietering	tri00264	ChiCTR2000029386	ChiCTR	Effectiveness of glucocorticoid therapy in patients with severe novel coronavirus pneumonia: a randomized controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=48777	ChiCTR2000029386	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Methylprednisolone	no
663	joschwietering	tri00264	ChiCTR2000029386	ChiCTR	Effectiveness of glucocorticoid therapy in patients with severe novel coronavirus pneumonia: a randomized controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=48777	ChiCTR2000029386	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
662	joschwietering	tri00263	ChiCTR2000029387	ChiCTR	Comparative effectiveness and safety of ribavirin plus interferon-alpha, lopinavir/ritonavir plus interferon-alpha and ribavirin plus lopinavir/ritonavir plus interferon-alphain in patients with mild to moderate novel coronavirus pneumonia	http://www.chictr.org.cn/showprojen.aspx?proj=48782	ChiCTR2000029387	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Ribavirin	defined_soc
662	joschwietering	tri00263	ChiCTR2000029387	ChiCTR	Comparative effectiveness and safety of ribavirin plus interferon-alpha, lopinavir/ritonavir plus interferon-alpha and ribavirin plus lopinavir/ritonavir plus interferon-alphain in patients with mild to moderate novel coronavirus pneumonia	http://www.chictr.org.cn/showprojen.aspx?proj=48782	ChiCTR2000029387	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	defined_soc
662	joschwietering	tri00263	ChiCTR2000029387	ChiCTR	Comparative effectiveness and safety of ribavirin plus interferon-alpha, lopinavir/ritonavir plus interferon-alpha and ribavirin plus lopinavir/ritonavir plus interferon-alphain in patients with mild to moderate novel coronavirus pneumonia	http://www.chictr.org.cn/showprojen.aspx?proj=48782	ChiCTR2000029387	2021-01-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ribavirin;Ritonavir	defined_soc
661	joschwietering	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
661	joschwietering	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Hydroxychloroquine	no
661	joschwietering	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Abidol	no
661	joschwietering	tri00186	ChiCTR2000029803	ChiCTR	A prospective, randomized, open-label, controlled clinical study to evaluate the preventive effect of hydroxychloroquine on close contacts after exposure to the Novel Coronavirus Pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49428	ChiCTR2000029803	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Abidol	no
660	joschwietering	tri00086	ChiCTR2000029539	ChiCTR	A randomized, open-label study to evaluate the efficacy and safety of Lopinavir-Ritonavir in patients with mild novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48991	ChiCTR2000029539	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	undefined_soc
660	joschwietering	tri00086	ChiCTR2000029539	ChiCTR	A randomized, open-label study to evaluate the efficacy and safety of Lopinavir-Ritonavir in patients with mild novel coronavirus pneumonia (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=48991	ChiCTR2000029539	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		control	undefined_soc	NULL	NULL	NULL	NULL
659	joschwietering	tri00020	ChiCTR2000029867	ChiCTR	The efficacy and safety of carrimycin treatment in patients with novel coronavirus pneumonia (COVID-19): a multicenter, randomized, open-label, controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=49514	ChiCTR2000029867	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Carrimycin	no
659	joschwietering	tri00020	ChiCTR2000029867	ChiCTR	The efficacy and safety of carrimycin treatment in patients with novel coronavirus pneumonia (COVID-19): a multicenter, randomized, open-label, controlled trial	http://www.chictr.org.cn/showprojen.aspx?proj=49514	ChiCTR2000029867	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Lopinavir;Ritonavir	no
658	joschwietering	tri00013	ChiCTR2000029935	ChiCTR	A Single-arm Clinical Trial for Chloroquine Phosphate in the treatment of Novel Coronavirus Pneumonia 2019 (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49607	ChiCTR2000029935	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Chloroquine	undefined_soc
657	joschwietering	tri00012	ChiCTR2000029939	ChiCTR	A Single-blind, Randomized, Controlled Clinical Trial for Chloroquine Phosphate in the treatment of Novel Coronavirus Pneumonia 2019 (COVID-19)	http://www.chictr.org.cn/showprojen.aspx?proj=49612	ChiCTR2000029939	2021-02-01	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE		experimental	NULL	NULL	drug	Chloroquine	undefined_soc
