index,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,cross_registrations
3361,NCT04336384,ClinicalTrials.gov,2020-03-30,2020-03-01,True,"University Hospital, Montpellier",Recruiting,Not Applicable,Observational,France,Impact of Covid-19 in Congenital Heart Disease,Clinical Presentation,No Intervention,No Intervention,5000,https://clinicaltrials.gov/show/NCT04336384,None
3362,NCT04336410,ClinicalTrials.gov,2020-04-03,2020-04-03,False,Inovio Pharmaceuticals,Not Recruiting,Phase 1,Interventional,United States,"Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers",Drug,INO-4800,INO-4800,120,https://clinicaltrials.gov/show/NCT04336410,None
3363,NCT04336462,ClinicalTrials.gov,2020-03-25,2020-02-15,True,Shanghai Asclepius Meditec Inc.,Recruiting,Not Applicable,Interventional,China,Hydrogen-Oxygen Generator With Nebulizer in the Improvement of Symptoms in Patients Infected With COVID-19,Drug,Hydrogen + Oxygen vs Oxygen,Hydrogen; oxygen,100,https://clinicaltrials.gov/show/NCT04336462,None
3364,NCT04336657,ClinicalTrials.gov,2020-04-03,2020-04-01,True,Assiut University,Recruiting,Not Applicable,Observational,Egypt,Corona-Like Illness: Did we Got it Before WHO Announcement of the Disease?,Clinical Presentation (Epidemiology),No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04336657,None
3365,NCT04336748,ClinicalTrials.gov,2020-04-04,2020-04-01,True,Medical University of Vienna,Not Recruiting,Phase 3,Interventional,No Country Given,HCQ for Primary Prophylaxis Against COVID19 in Health-care Workers,Drug,Hydroxychloroquine,Hydroxychloroquine,440,https://clinicaltrials.gov/show/NCT04336748,None
3366,NCT04336761,ClinicalTrials.gov,2020-04-03,2020-04-15,False,"University Hospital, Lille",Recruiting,Not Applicable,Observational,France,Prevalence of Covid-19 in Children Admitted to Paediatric Emergency Departments During the Pandemic Period in France,Clinical Presentation (Epidemiology),No Intervention,No Intervention,914,https://clinicaltrials.gov/show/NCT04336761,None
3367,NCT04336774,ClinicalTrials.gov,2020-04-03,2020-07-01,False,Duke University,Not Recruiting,Not Applicable,Interventional,United States,CAPTION AI to Minimize Risk of COVID Exposure,Other (software),Other,Other,0,https://clinicaltrials.gov/show/NCT04336774,None
3368,NCT04336787,ClinicalTrials.gov,2020-04-03,2020-04-12,False,Istanbul Kültür University,Not Recruiting,Not Applicable,Observational,Turkey,"Physical Activity Level, Stress Level, Sleep Quality in Pregnant Women During Covid-19 Quarantine",Other (psych),No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04336787,None
3369,NCT04336904,ClinicalTrials.gov,2020-04-03,2020-03-25,True,Giuliano Rizzardini,Not Recruiting,Phase 3,Interventional,Italy,Clinical Study To Evaluate The Performance And Safety Of Favipiravir in COVID-19,Drug,Favipiravir,Favipiravir,100,https://clinicaltrials.gov/show/NCT04336904,None
3370,NCT04336956,ClinicalTrials.gov,2020-03-30,2020-04-07,False,Centre Hospitalier Intercommunal Creteil,Recruiting,Not Applicable,Observational,France,Covid-19 Pediatric Observatory,Clinical Presentation,No Intervention,No Intervention,250,https://clinicaltrials.gov/show/NCT04336956,None
3371,NCT04337008,ClinicalTrials.gov,2020-04-03,2020-04-03,False,Assistance Publique – Hôpitaux de Marseille,Recruiting,Not Applicable,Interventional,France,Renin Angiotensin System - CoronaVirus,Clinical Presentation,No Intervention,No Intervention,50,https://clinicaltrials.gov/show/NCT04337008,None
3372,NCT04337047,ClinicalTrials.gov,2020-04-03,2020-03-31,True,Wefight,Not Recruiting,Not Applicable,Observational,France,Distress in Crisis Situations During COVID-19,Other (psych),No Intervention,No Intervention,2000,https://clinicaltrials.gov/show/NCT04337047,None
3373,NCT04337151,ClinicalTrials.gov,2020-04-03,2020-04-01,True,Royal National Orthopaedic Hospital NHS Trust,Recruiting,Not Applicable,Observational,United Kingdom,Blood Titanium Analysis of Patients With MAGEC Spine Rods in the COVID-19 Environment,Other,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04337151,None
3374,NCT04337190,ClinicalTrials.gov,2020-04-03,2020-04-03,False,"University Hospital, Angers",Recruiting,Not Applicable,Observational,France,Impact of Angiotensin II Receptor Blockers Treatment in Patients With COVID 19 (COVID-ARA2),Drug,ARBs,ARBs,100,https://clinicaltrials.gov/show/NCT04337190,None
3375,NCT04337320,ClinicalTrials.gov,2020-04-05,2020-03-15,True,Kanuni Sultan Suleyman Training and Research Hospital,Not Recruiting,Not Applicable,Observational,Turkey,"Maternal And Neonatal Outcome of Pregnant Patients With COVID-19 in Istanbul, Turkey: A Single-Center, Retrospective, Descriptive Study",Clinical Presentation,No Intervention,No Intervention,40,https://clinicaltrials.gov/show/NCT04337320,None
3376,NCT04337346,ClinicalTrials.gov,2020-04-05,2020-04-05,False,Kanuni Sultan Suleyman Training and Research Hospital,Not Recruiting,Not Applicable,Observational,Turkey,Evaluation of Covid 19 Anxiety in Endometriosis Patients,Other (psych),No Intervention,No Intervention,80,https://clinicaltrials.gov/show/NCT04337346,None
3377,NCT04337359,ClinicalTrials.gov,2020-04-03,2020-04-05,False,Novartis Pharmaceuticals,Not Recruiting,Not Applicable,Expanded Access,"Indonesia, Italy",Ruxolitinib Managed Access Program (MAP) for Patients Diagnosed With Severe/Very Severe COVID-19 Illness,Drug,Ruxolitinib,Ruxolitinib,Not Available,https://clinicaltrials.gov/show/NCT04337359,None
3378,NCT04337489,ClinicalTrials.gov,2020-04-01,2020-07-28,False,Imperial College London,Not Recruiting,Not Applicable,Observational,No Country Given,Remote Monitoring Use In Cases Of Suspected COVID-19 (Coronavirus),Other (device),Wearable,Wearable,200,https://clinicaltrials.gov/show/NCT04337489,None
3379,NCT04337502,ClinicalTrials.gov,2020-04-06,2019-12-23,True,Maastricht University,Not Recruiting,Not Applicable,Observational,China,Clinical and Radiomic Model of COVID-19,Other (software),Other,Other,300,https://clinicaltrials.gov/show/NCT04337502,None
3380,NCT04337541,ClinicalTrials.gov,2020-04-02,2020-04-02,False,"Rigshospitalet, Denmark",Not Recruiting,Not Applicable,Interventional,Denmark,Reduction in COVID-19 Infection Using Surgical Facial Masks Outside the Healthcare System,Other (device),Masks,Masks,6000,https://clinicaltrials.gov/show/NCT04337541,None
3381,NCT04337762,ClinicalTrials.gov,2020-04-06,2020-04-06,False,Beat COVID LLC,Recruiting,Not Applicable,Observational,United States,Beat COVID-19 - Observational Trial,Clinical Presentation,No Intervention,No Intervention,100000,https://clinicaltrials.gov/show/NCT04337762,None
3382,NCT04337788,ClinicalTrials.gov,2020-04-03,2020-05-01,False,"University Hospital, Limoges",Not Recruiting,Not Applicable,Interventional,No Country Given,Gerontological Telemonitoring of Older Adults Living in Nursing Homes With COVID-19 Disease,Telehealth,Telehealth,Telehealth,200,https://clinicaltrials.gov/show/NCT04337788,None
3383,NCT04337918,ClinicalTrials.gov,2020-04-06,2020-05-08,False,Sanotize Research and Development corp.,Recruiting,Phase 2,Interventional,Canada,Nitric Oxide Releasing Solutions to Prevent and Treat Mild/Moderate COVID-19 Infection,Drug,Nitric oxide,Nitric oxide,200,https://clinicaltrials.gov/show/NCT04337918,None
3384,NCT04337983,ClinicalTrials.gov,2020-03-30,2020-03-13,True,Bicetre Hospital,Recruiting,Not Applicable,Observational,France,Hemodynamic Characteristics of Patients With SARS-CoV-2,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04337983,None
3385,NCT04337996,ClinicalTrials.gov,2020-04-01,2020-07-13,False,Tourcoing Hospital,Recruiting,Not Applicable,Interventional,France,Dynamic Evaluation of COVID-19 Diagnostic Tests,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,165,https://clinicaltrials.gov/show/NCT04337996,None
3386,NCT04338009,ClinicalTrials.gov,2020-04-01,2020-03-31,True,University of Pennsylvania,Recruiting,Not Applicable,Interventional,United States,Elimination or Prolongation of ACE Inhibitors and ARB in Coronavirus Disease 2019,Drug,ACE inhibitors or ARBs,ACE inhibitors; ARBs,152,https://clinicaltrials.gov/show/NCT04338009,None
3387,NCT04338074,ClinicalTrials.gov,2020-04-06,2020-06-01,False,University of Alabama at Birmingham,Recruiting,Phase 2,Interventional,United States,TXA and Corona Virus 2019 (COVID19) in Outpatients,Drug,Tranexamic acid,Tranexamic acid,100,https://clinicaltrials.gov/show/NCT04338074,None
3388,NCT04338100,ClinicalTrials.gov,2020-03-31,2020-04-06,False,"University Hospital, Angers",Not Recruiting,Not Applicable,Observational,No Country Given,Point Of Care UltraSonography for Risk-stratification of COVID-19 Patients,Prognosis,No Intervention,No Intervention,300,https://clinicaltrials.gov/show/NCT04338100,None
3389,NCT04338126,ClinicalTrials.gov,2020-04-06,2021-09-30,False,University of Alabama at Birmingham,Not Recruiting,Phase 2,Interventional,United States,Tranexamic Acid (TXA) and Corona Virus 2019 (COVID19) in Inpatients,Drug,Tranexamic acid,Tranexamic acid,60,https://clinicaltrials.gov/show/NCT04338126,None
3390,NCT04338347,ClinicalTrials.gov,2020-03-31,2019-01-10,True,Capricor Inc.,Not Recruiting,Not Applicable,Expanded Access,United States,CAP-1002 in Severe COVID-19 Disease,ATMP,Cells (allogeneic cardiosphere-derived),Cells (allogeneic cardiosphere-derived),Not Available,https://clinicaltrials.gov/show/NCT04338347,None
3391,NCT04338360,ClinicalTrials.gov,2020-04-03,2019-01-10,True,Mayo Clinic,Not Recruiting,Not Applicable,Expanded Access,United States,Expanded Access to Convalescent Plasma for the Treatment of Patients With COVID-19,ATMP,Plasma,Plasma,Not Available,https://clinicaltrials.gov/show/NCT04338360,None
3392,NCT04338568,ClinicalTrials.gov,2020-04-04,2020-04-16,False,Hasselt University,Recruiting,Not Applicable,Interventional,Belgium,Screening COVID-19 by Point-of-care Lung Ultrasound: a Validation Study,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,50,https://clinicaltrials.gov/show/NCT04338568,None
3393,NCT04338672,ClinicalTrials.gov,2020-04-04,2020-04-05,False,Sheba Medical Center,Recruiting,Not Applicable,Observational,Israel,The Impact of the Covid-19 Outbreak on Emergency Room Attendances of Surgical Patients,Health System,No Intervention,No Intervention,10000,https://clinicaltrials.gov/show/NCT04338672,None
3394,NCT04338698,ClinicalTrials.gov,2020-04-04,2020-04-22,False,Shehnoor Azhar,Recruiting,Phase 3,Interventional,Pakistan,"Hydroxychloroquine, Oseltamivir and Azithromycin for the Treatment of COVID-19 Infection: An RCT",Drug,"Monotherapy and all Combinations of: Hydroxychloroquine, oseltamivir, and azithromycin",Hydroxychloroquine; osletamivir; azithromycin,500,https://clinicaltrials.gov/show/NCT04338698,None
3395,NCT04338802,ClinicalTrials.gov,2020-04-01,2020-04-02,False,Huilan Zhang,Not Recruiting,Phase 2,Interventional,No Country Given,Efficacy and Safety of Nintedanib in the Treatment of Pulmonary Fibrosis in Patients With Moderate to Severe COVID -19,Drug,Nintedanib,Nintedanib,96,https://clinicaltrials.gov/show/NCT04338802,None
3396,NCT04338828,ClinicalTrials.gov,2020-04-05,2020-04-18,False,Massachusetts General Hospital,Recruiting,Phase 2,Interventional,United States,Nitric Oxide Inhalation Therapy for COVID-19 Infections in the ED,Drug,Nitric oxide,Nitric oxide,260,https://clinicaltrials.gov/show/NCT04338828,None
3397,NCT04338906,ClinicalTrials.gov,2020-04-03,2020-06-01,False,Heinrich-Heine University,Not Recruiting,Phase 4,Interventional,No Country Given,Combination Therapy With Camostat Mesilate + Hydroxychloroquine for COVID-19,Drug,Camostat Mesilate + hydroxychloroquine vs. hydroxychloroquine,Camostat Mesilate; hydroxychloroquine,334,https://clinicaltrials.gov/show/NCT04338906,None
3398,NCT04338932,ClinicalTrials.gov,2020-04-07,2020-04-17,False,Jessa Hospital,Not Recruiting,Not Applicable,Observational,Belgium,COVID-19 and Deep Venous Thrombosis,Clinical Presentation,No Intervention,No Intervention,12,https://clinicaltrials.gov/show/NCT04338932,None
3399,NCT04338945,ClinicalTrials.gov,2020-04-07,2020-03-15,True,Piazza della Vittoria 14 Studio Medico - Ginecologia e Ostetricia,Not Recruiting,Not Applicable,Observational,Italy,Impact of Pandemic COVID-19 on Surgical Specialities Residents in Italy,Other,No Intervention,No Intervention,800,https://clinicaltrials.gov/show/NCT04338945,None
3400,NCT04338958,ClinicalTrials.gov,2020-04-07,2020-04-22,True,University of Jena,Recruiting,Phase 2,Interventional,Germany,Ruxolitinib in Covid-19 Patients With Defined Hyperinflammation,Drug,Ruxolitinib,Ruxolitinib,200,https://clinicaltrials.gov/show/NCT04338958,EUCTR2020-001481-11
3401,NCT04339322,ClinicalTrials.gov,2020-04-07,2020-05-01,False,Assiut University,Not Recruiting,Not Applicable,Observational,No Country Given,Characteristics and Outcome of Coronavirus Disease 2019 (COVID-19) in Egypt,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04339322,None
3402,NCT04339387,ClinicalTrials.gov,2020-04-06,2020-03-01,True,Brigham and Women's Hospital,Not Recruiting,Not Applicable,Observational,United States,COVID-19 Risk Stratification,Prognosis,No Intervention,No Intervention,1326,https://clinicaltrials.gov/show/NCT04339387,None
3403,NCT04339608,ClinicalTrials.gov,2020-04-07,2020-04-02,True,Max Healthcare Insititute Limited,Recruiting,Not Applicable,Observational,India,Max COVID19- Study,Clinical Presentation,No Intervention,No Intervention,10000,https://clinicaltrials.gov/show/NCT04339608,None
3404,NCT04339634,ClinicalTrials.gov,2020-04-07,2020-04-07,False,Tabula Rasa HealthCare,Not Recruiting,Not Applicable,Observational,United States,Simulation of Risk of Adverse Drug Events Associated With the Initiation of Drugs Repurposed for the Treatment of COVID-19 in Frail Elderly Adults With Polypharmacy,Clinical Presentation,No Intervention,No Intervention,12123,https://clinicaltrials.gov/show/NCT04339634,None
3405,NCT04339660,ClinicalTrials.gov,2020-04-02,2020-02-01,True,Puren Hospital Affiliated to Wuhan University of Science and Technology,Recruiting,Phase 1/Phase 2,Interventional,China,Clinical Research of Human Mesenchymal Stem Cells in the Treatment of COVID-19 Pneumonia,ATMP,Cells (mesenchymal),Cells (mesenchymal),30,https://clinicaltrials.gov/show/NCT04339660,None
3406,NCT04339686,ClinicalTrials.gov,2020-04-08,2020-04-20,False,Poitiers University Hospital,Recruiting,Not Applicable,Observational,France,Multicentric Retrospective Observational Study of Thoracic Scanner Performance in COVID Screening.,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,56000,https://clinicaltrials.gov/show/NCT04339686,None
3407,NCT04339712,ClinicalTrials.gov,2020-04-01,2020-04-02,True,Hellenic Institute for the Study of Sepsis,Recruiting,Phase 2,Interventional,Greece,Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,Drug,Anakinra or Tocilizumab,Anakinra; Tocilizumab,40,https://clinicaltrials.gov/show/NCT04339712,EUCTR2020-001039-29
3408,NCT04339790,ClinicalTrials.gov,2020-04-08,2020-04-07,True,National Institute of Mental Health (NIMH),Not Recruiting,Not Applicable,Observational,United States,Mental Health Impact of COVID-19 Pandemic on NIMH Research Participants and Volunteers,Other (psych),No Intervention,No Intervention,10000,https://clinicaltrials.gov/show/NCT04339790,None
3409,NCT04339816,ClinicalTrials.gov,2020-04-06,2020-05-13,True,Frantisek Duska,Not Recruiting,Phase 3,Interventional,Czech Republic,Azithromycin Added to Hydrochloroquine in Patients Admitted to Intensive Care With COVID-19: Randomised Controlled Trial,Drug,Hydroxychloroquine + azithromycin vs. hydroxychloroquine,Hydroxychloroquine; azithromycin,3,https://clinicaltrials.gov/show/NCT04339816,EUCTR2020-001456-18
3410,NCT04339998,ClinicalTrials.gov,2020-04-06,2020-04-15,False,University of Minnesota,Recruiting,Not Applicable,Observational,United States,Assessment of Exam Findings in Coronavirus Disease 2019 (COVID-19) With Point-of-Care Ultrasonography (POCUS),Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,500,https://clinicaltrials.gov/show/NCT04339998,None
3411,NCT04340050,ClinicalTrials.gov,2020-04-07,2020-04-10,False,University of Chicago,Not Recruiting,Phase 1,Interventional,United States,COVID-19 Convalescent Plasma,ATMP,Plasma,Plasma,10,https://clinicaltrials.gov/show/NCT04340050,None
3412,NCT04340219,ClinicalTrials.gov,2020-03-31,2020-03-30,True,"University Hospital, Ghent",Not Recruiting,Not Applicable,Observational,Belgium,"Oncology-patient-reported Anxiety, Mood, and QoL During the COVID-19 Pandemic",Other (psych),No Intervention,No Intervention,394,https://clinicaltrials.gov/show/NCT04340219,None
3413,NCT04340232,ClinicalTrials.gov,2020-04-03,2020-11-01,False,"University of Colorado, Denver",Not Recruiting,Phase 2/Phase 3,Interventional,United States,Safety and Efficacy of Baricitinib for COVID-19,Drug,Baricitinib,Baricitinib,80,https://clinicaltrials.gov/show/NCT04340232,None
3414,NCT04340349,ClinicalTrials.gov,2020-04-02,2020-05-11,False,Instituto Nacional de Rehabilitacion,Recruiting,Phase 1,Interventional,Mexico,Low-dose Hydroxychloroquine and Bromhexine: a Novel Regimen for COVID-19 Prophylaxis in Healthcare Professionals,Drug (Chemoprophylaxis),Hydroxychloroquine + bromhexine vs. bromhexine,Hydroxychloroquine; bromhexine,140,https://clinicaltrials.gov/show/NCT04340349,None
3415,NCT04340414,ClinicalTrials.gov,2020-03-03,2020-02-20,True,Peking Union Medical College Hospital,Recruiting,Not Applicable,Interventional,China,Safety and Effectiveness of Low-flow ECMO Driving by CVVH Machine in Severe NCP,Drug,Oxygen,Oxygen,10,https://clinicaltrials.gov/show/NCT04340414,None
3416,NCT04340466,ClinicalTrials.gov,2020-04-07,2020-04-03,True,CHU de Nimes,Recruiting,Not Applicable,Observational,France,French Multicentre Observational Study on SARS-Cov-2 Infections (COVID-19) ICU Management Study,Clinical Presentation,No Intervention,No Intervention,220,https://clinicaltrials.gov/show/NCT04340466,None
3417,NCT04340479,ClinicalTrials.gov,2020-04-06,2020-07-30,False,"University of Colorado, Denver",Recruiting,Not Applicable,Observational,United States,The Use of Ultrasound in Establishing COVID-19 Infection as Part of a Trauma Evaluation,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,20,https://clinicaltrials.gov/show/NCT04340479,None
3418,NCT04340557,ClinicalTrials.gov,2020-04-06,2020-03-27,True,Sharp HealthCare,Recruiting,Phase 4,Interventional,United States,Do Angiotensin Receptor Blockers Mitigate Progression to Acute Respiratory Distress Syndrome With SARS-CoV-2 Infection,Drug,Losartan,Losartan,200,https://clinicaltrials.gov/show/NCT04340557,None
3419,NCT04340921,ClinicalTrials.gov,2020-04-03,2020-05-14,False,Barts & The London NHS Trust,Recruiting,Not Applicable,Observational,United Kingdom,The Role of Adaptive Immunity in COVID-19 Associated Myocardial Injury,Clinical Presentation,No Intervention,No Intervention,140,https://clinicaltrials.gov/show/NCT04340921,None
3420,NCT04341012,ClinicalTrials.gov,2020-04-07,2019-09-10,True,Mayo Clinic,Recruiting,Not Applicable,Observational,United States,Breath Analysis Based Disease Biomarkers of COVID-19 and Other Diseases,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,120,https://clinicaltrials.gov/show/NCT04341012,None
3421,NCT04341038,ClinicalTrials.gov,2020-04-07,2020-04-01,False,Hospital Universitari de Bellvitge,Recruiting,Phase 3,Interventional,Spain,Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With COVID-19 Lung Injury,Drug,Tacrolimus + Corticosteroids,Tacrolimus; Methylprednisolone,84,https://clinicaltrials.gov/show/NCT04341038,EUCTR2020-001445-39
3422,NCT04341103,ClinicalTrials.gov,2020-03-16,2020-04-01,False,CareDx,Not Recruiting,Not Applicable,Observational,No Country Given,AlloSure Guided Immuno-Optimization for COVID-19: An Early Experience,Clinical Presentation,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04341103,None
3423,NCT04341142,ClinicalTrials.gov,2020-04-08,2020-04-09,False,Hospices Civils de Lyon,Recruiting,Not Applicable,Interventional,France,Assessment of Serological Techniques for Screening Patients Regarding COVID-19-COVID-SER,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,550,https://clinicaltrials.gov/show/NCT04341142,None
3424,NCT04341168,ClinicalTrials.gov,2020-04-03,2020-04-01,True,"University Hospital, Cologne",Not Recruiting,Not Applicable,Observational,Germany,"Clinical and Immunological Characterisation of COVID-19 in Children, Adolescents and Adults",Clinical Presentation,No Intervention,No Intervention,160,https://clinicaltrials.gov/show/NCT04341168,None
3425,NCT04341207,ClinicalTrials.gov,2020-04-08,2020-04-03,True,Institut Gustave Roussy,Recruiting,Phase 2,Interventional,France,Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease in French Cancer Patients,Drug,Hydroxychloroquine + Azithromycin vs. Hydroxychloroquine,Hydroxychloroquine; Azithromycin,1000,https://clinicaltrials.gov/show/NCT04341207,EUCTR2020-001250-21
3426,NCT04341285,ClinicalTrials.gov,2020-03-30,2020-08-01,False,"University Hospital, Tübingen",Not Recruiting,Not Applicable,Interventional,Germany,Early Versus Late ECMO Therapy in COVID-19 Induced ARDS (ECMO-VID),Drug,Oxygen,Oxygen,200,https://clinicaltrials.gov/show/NCT04341285,None
3427,NCT04341389,ClinicalTrials.gov,2020-04-07,2020-04-12,False,"Insitute of Biotechnology, Academy of Military Medical Sciences, PLA of China",Not Recruiting,Phase 2,Interventional,China,A Phase II Clinical Trial to Evaluate the Recombinant Vaccine for COVID-19 (Adenovirus Vector),ATMP,Vaccine,Vaccine,508,https://clinicaltrials.gov/show/NCT04341389,None
3428,NCT04341415,ClinicalTrials.gov,2020-04-07,2020-04-09,False,Fondation Ophtalmologique Adolphe de Rothschild,Recruiting,Not Applicable,Interventional,France,Impact of Auricular Vagus Nerve Neuromodulation on COVID-19 Positive Inpatients Outcome,Procedure,Auricular neuromodulation,Auricular neuromodulation,60,https://clinicaltrials.gov/show/NCT04341415,None
3429,NCT04341480,ClinicalTrials.gov,2020-04-07,2020-07-01,False,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Not Applicable,Observational,China,The Safety of Chemotherapy for Patients With Gynecological Malignancy in High-risk Region of COVID-19,Clinical Presentation,No Intervention,No Intervention,305,https://clinicaltrials.gov/show/NCT04341480,None
3430,NCT04341493,ClinicalTrials.gov,2020-04-07,2020-04-06,True,Hugo Mendieta Zeron,Recruiting,Phase 4,Interventional,Mexico,Hydroxychloroquine vs Nitazoxanide in Patients With COVID-19,Drug,Hydroxychloroquine vs. Nitazoxanide,Hydroxychloroquine; nitazoxanide,86,https://clinicaltrials.gov/show/NCT04341493,None
3431,NCT04341506,ClinicalTrials.gov,2020-04-07,2020-09-08,False,Northwestern Medicine,Recruiting,Not Applicable,Observational,United States,Non-contact ECG Sensor System for COVID19,Clinical Presentation,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04341506,None
3432,NCT04341519,ClinicalTrials.gov,2020-04-07,2020-04-06,True,Assistance Publique – Hôpitaux de Paris,Recruiting,Not Applicable,Observational,France,"Psychological Burden in ICU Survivors of Severe COVID-19 Pneumonia, Their Relatives and Their Healthcare Providers",Other (psych),No Intervention,No Intervention,1464,https://clinicaltrials.gov/show/NCT04341519,None
3433,NCT04341584,ClinicalTrials.gov,2020-04-07,2020-04-01,True,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Phase 2,Interventional,No Country Given,CORIMUNO-ANA: Trial Evaluating Efficacy Of Anakinra In Patients With Covid-19 Infection,Drug,Anakinra,Anakinra,240,https://clinicaltrials.gov/show/NCT04341584,EUCTR2020-001246-18
3434,NCT04341610,ClinicalTrials.gov,2020-04-07,2020-04-20,False,"Rigshospitalet, Denmark",Not Recruiting,Phase 1/Phase 2,Interventional,Denmark,ASC Therapy for Patients With Severe Respiratory COVID-19,ATMP,Cells (mesenchymal),Cells (mesenchymal),0,https://clinicaltrials.gov/show/NCT04341610,None
3435,NCT04341675,ClinicalTrials.gov,2020-04-05,2020-04-24,False,University of Cincinnati,Recruiting,Phase 2,Interventional,United States,Sirolimus Treatment in Hospitalized Patients With COVID-19 Pneumonia,Drug,Sirolimus,Sirolimus,30,https://clinicaltrials.gov/show/NCT04341675,None
3436,NCT04341688,ClinicalTrials.gov,2020-04-06,2020-08-01,False,Aga Khan University,Not Recruiting,Not Applicable,Interventional,No Country Given,A Clinical Trial of Gargling Agents in Reducing Intraoral Viral Load Among COVID-19 Patients,Drug,Mouthwash,Mouthwash,50,https://clinicaltrials.gov/show/NCT04341688,None
3437,NCT04341714,ClinicalTrials.gov,2020-04-08,2020-03-16,True,Pierre and Marie Curie University,Recruiting,Not Applicable,Observational,France,Efficiency and Satisfaction With Telephone Consultation in Neuro-urology: Experience of the COVID-19 Pandemic,Telehealth,Telehealth,Telehealth,450,https://clinicaltrials.gov/show/NCT04341714,None
3438,NCT04341766,ClinicalTrials.gov,2020-04-01,2020-03-31,True,Centre Hospitalier Intercommunal Creteil,Not Recruiting,Not Applicable,Observational,France,Evolution of Pulmonary Ultrasound in Patients Hospitalized for Covid (Coronavirus Disease) 19,Clinical Presentation,No Intervention,No Intervention,106,https://clinicaltrials.gov/show/NCT04341766,None
3439,NCT04341792,ClinicalTrials.gov,2020-04-07,2020-04-11,False,"University Hospital, Lille",Recruiting,Not Applicable,Observational,France,Predictive Biomarkers of Secondary Aggravation in Covid-19 Suspect Patient,Clinical Presentation,No Intervention,No Intervention,1000,https://clinicaltrials.gov/show/NCT04341792,None
3440,NCT04341870,ClinicalTrials.gov,2020-04-06,2020-04-11,True,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Phase 2/Phase 3,Interventional,France,"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",Drug,Sarilumab + Azithromycin + Hydroxychloroquine vs. Sarilumab,Sarilumab; azithromycin; hydroxychloroquine,27,https://clinicaltrials.gov/show/NCT04341870,EUCTR2020-001246-18
3441,NCT04341922,ClinicalTrials.gov,2020-04-07,2020-05-09,False,Karolinska Institutet,Not Recruiting,Not Applicable,Interventional,Sweden,A Online-delivered Cognitive-behavioral Intervention for Dysfunctional Worry Related to the Covid-19 Pandemic,Other (psych),Psychological,Psychological,670,https://clinicaltrials.gov/show/NCT04341922,None
3442,NCT04341935,ClinicalTrials.gov,2020-04-06,2021-01-30,False,University of Miami,Not Recruiting,Phase 4,Interventional,United States,Effects of DPP4 Inhibition on COVID-19,Drug,Linagliptin,Linagliptin,20,https://clinicaltrials.gov/show/NCT04341935,None
3443,NCT04342104,ClinicalTrials.gov,2020-04-08,2020-04-01,True,Hospital General Universitario Morales Meseguer,Recruiting,Not Applicable,Observational,Spain,NIV and CPAP Failure Predictors in COVID-19 Associated Respiratory Failure,Clinical Presentation,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04342104,None
3444,NCT04342156,ClinicalTrials.gov,2020-04-08,2020-04-01,True,Tan Tock Seng Hospital,Not Recruiting,Phase 3,Interventional,No Country Given,Safety And Efficacy Of Hydroxychloroquine For At Risk Population (SHARP) Against COVID-19,Drug (Chemoprophylaxis),Hydroxychloroquine,Hydroxychloroquine,0,https://clinicaltrials.gov/show/NCT04342156,None
3445,NCT04342169,ClinicalTrials.gov,2020-04-07,2020-04-04,True,University of Utah,Recruiting,Phase 2,Interventional,United States,University of Utah COVID-19 Hydrochloroquine Trial,Drug,Hydroxychloroquine,Hydroxychloroquine,400,https://clinicaltrials.gov/show/NCT04342169,None
