,id,id_hits,prefix_hits,reg_name_hits,pub_types,doi,pm_id,cord_id,url,title,review_in_title,review_type,doi_link
124148,33582488,,,,Has Trial Pub Type,10.1016/j.ebiom.2021.103236,33582488,3adn8xd1,https://doi.org/10.1016/j.ebiom.2021.103236; https://api.elsevier.com/content/article/pii/S2352396421000293; https://www.ncbi.nlm.nih.gov/pubmed/33582488/; https://www.sciencedirect.com/science/article/pii/S2352396421000293,Simpler and faster Covid-19 testing: Strategies to streamline SARS-CoV-2 molecular assays.,False,False,http://doi.org/10.1016/j.ebiom.2021.103236
124149,33582489,,,,Has Trial Pub Type,10.1016/j.jri.2021.103285,33582489,u25ym8fj,https://www.sciencedirect.com/science/article/pii/S0165037821000152; https://api.elsevier.com/content/article/pii/S0165037821000152; https://www.ncbi.nlm.nih.gov/pubmed/33582489/; https://doi.org/10.1016/j.jri.2021.103285,Longitudinal analysis of antibody response following SARS-CoV-2 infection in pregnancy: From the first trimester to delivery.,False,False,http://doi.org/10.1016/j.jri.2021.103285
124195,33583027,"['NCT04509973', '2020-003363-25']","['EudraCT', 'NCT']",['ClinicalTrials.gov'],Has Trial Pub Type,10.1111/aas.13793,33583027,dytmra8d,https://www.ncbi.nlm.nih.gov/pubmed/33583027/; https://doi.org/10.1111/aas.13793,Higher vs Lower Doses of Dexamethasone in Patients with COVID-19 and Severe Hypoxia (COVID STEROID 2) trial: Protocol for a secondary Bayesian analysis.,False,False,http://doi.org/10.1111/aas.13793
124196,33583034,"['NCT04244591', 'NCT04348305', 'NCT04327401', '2020-003363-25', 'CTRI/2020/10/028731', 'NCT04344730', 'NCT04343729', 'NCT04360876', 'NCT04347980', 'NCT04395105', 'NCT04273321', 'NCT04359511', 'NCT04344288', 'NCT04263402', 'NCT02517489', 'NCT04509973', 'NCT03852537', 'NCT04325061']","['CTRI', 'EudraCT', 'NTR', 'NCT']","['ClinicalTrials.gov', 'Clinical Trials Registry-India']",Has Trial Pub Type,10.1111/aas.13795,33583034,grhafode,https://www.ncbi.nlm.nih.gov/pubmed/33583034/; https://doi.org/10.1111/aas.13795,Higher vs lower doses of dexamethasone in patients with COVID-19 and severe hypoxia (COVID STEROID 2) trial: Protocol and statistical analysis plan.,False,False,http://doi.org/10.1111/aas.13795
124209,33583292,['NCT04334252'],['NCT'],,,10.1080/07853890.2021.1878272,33583292,83izmnr9,https://www.ncbi.nlm.nih.gov/pubmed/33583292/; https://doi.org/10.1080/07853890.2021.1878272,Evaluation of a comprehensive pre-procedural screening protocol for COVID-19 in times of a high SARS CoV-2 prevalence: a prospective cross-sectional study.,False,False,http://doi.org/10.1080/07853890.2021.1878272
124217,33583360,"['NCT01735006', 'NCT01014845', 'NCT02562508']",['NCT'],,,10.1080/22221751.2021.1891002,33583360,xs627jml,https://doi.org/10.1080/22221751.2021.1891002; https://www.ncbi.nlm.nih.gov/pubmed/33583360/,Inflammation-related adverse reactions following vaccination potentially indicate a stronger immune response,False,,http://doi.org/10.1080/22221751.2021.1891002
124224,33583424,['NCT03968172'],['NCT'],['clinicaltrials.gov'],,10.1186/s13063-021-05059-1,33583424,63mey27g,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7882468/,Development and evaluation of an interactive web-based decision-making programme on relapse management for people with multiple sclerosis (POWER@MS2)-study protocol for a randomised controlled trial,False,,http://doi.org/10.1186/s13063-021-05059-1
124244,33583631,['NCT03376854'],['NCT'],['clinicaltrials.gov'],,10.1016/j.jcrc.2021.01.008,33583631,d6gwmsph,https://doi.org/10.1016/j.jcrc.2021.01.008; https://api.elsevier.com/content/article/pii/S0883944121000095; https://www.ncbi.nlm.nih.gov/pubmed/33583631/; https://www.sciencedirect.com/science/article/pii/S0883944121000095?v=s5,Successful use of mild therapeutic hypothermia as compassionate treatment for severe refractory hypoxemia in COVID-19.,False,False,http://doi.org/10.1016/j.jcrc.2021.01.008
124251,33583710,['NCT: 04374617'],['NCT'],['Clinicaltrials.gov'],,10.1016/j.ejvs.2020.12.015,33583710,nxpjlfk1,https://doi.org/10.1016/j.ejvs.2020.12.015; https://www.sciencedirect.com/science/article/pii/S1078588420311308?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33583710/; https://api.elsevier.com/content/article/pii/S1078588420311308,COVID-19 Infection in Critically Ill Patients Carries a High Risk of Venous Thrombo-embolism.,False,False,http://doi.org/10.1016/j.ejvs.2020.12.015
124255,33583755,['NCT04334291'],['NCT'],,,10.1016/j.rec.2020.12.009,33583755,e7tlrxg6,https://www.ncbi.nlm.nih.gov/pubmed/33583755/; https://api.elsevier.com/content/article/pii/S1885585721000013; https://www.sciencedirect.com/science/article/pii/S1885585721000013?v=s5; https://doi.org/10.1016/j.rec.2020.12.009,Atrial fibrillation in patients with COVID-19. Usefulness of the CHADS-VASc score: an analysis of the international HOPE COVID-19 registry.,False,False,http://doi.org/10.1016/j.rec.2020.12.009
124256,33583756,['ChiCTR2000029778'],"['ChiCTR', 'chictr']",,,10.1016/j.joim.2021.01.002,33583756,7ufe4gmw,https://doi.org/10.1016/j.joim.2021.01.002; https://api.elsevier.com/content/article/pii/S2095496421000029; https://www.ncbi.nlm.nih.gov/pubmed/33583756/; https://www.sciencedirect.com/science/article/pii/S2095496421000029?v=s5,Early therapeutic interventions of traditional Chinese medicine in COVID-19 patients: A retrospective cohort study.,False,False,http://doi.org/10.1016/j.joim.2021.01.002
124337,33584148,"['NCT03065244', 'NCT01431105', 'NCT03915795', 'NCT01917721', 'NCT02390596', 'NCT02179895']",['NCT'],"['ClinicalTrials.gov', 'Clinicaltrials.gov']",,10.1007/s11908-021-00746-1,33584148,0eoi731q,https://doi.org/10.1007/s11908-021-00746-1; https://www.ncbi.nlm.nih.gov/pubmed/33584148/,2021 Update on the Clinical Management and Diagnosis of Kawasaki Disease,False,,http://doi.org/10.1007/s11908-021-00746-1
124356,33584318,"['NCT04330638', 'NCT04322565', 'NCT04326790', 'NCT04328480', 'NCT02735707', 'NCT04324021', 'NCT04389411', 'NCT04322682']",['NCT'],['clinicaltrials.gov'],,10.3389/fphar.2021.609508,33584318,ijqrt7no,https://doi.org/10.3389/fphar.2021.609508; https://www.ncbi.nlm.nih.gov/pubmed/33584318/,Mitochondria Are Potential Targets for the Development of New Drugs Against Neutrophilic Inflammation in Severe Pneumonia Including COVID-19.,False,False,http://doi.org/10.3389/fphar.2021.609508
124357,33584319,"['NCT00375388', 'NCT00513630']",['NCT'],,,10.3389/fphar.2021.622262,33584319,pp6ktvv1,https://doi.org/10.3389/fphar.2021.622262; https://www.ncbi.nlm.nih.gov/pubmed/33584319/,Metformin: A Novel Weapon Against Inflammation,False,,http://doi.org/10.3389/fphar.2021.622262
124395,33584668,"['NCT02439450', 'NCT02117024']",['NCT'],,,10.3389/fimmu.2020.602254,33584668,zdswhhn3,https://www.ncbi.nlm.nih.gov/pubmed/33584668/; https://doi.org/10.3389/fimmu.2020.602254,Induction of SARS-CoV-2 Protein S-Specific CD8+ T Cells in the Lungs of gp96-Ig-S Vaccinated Mice.,False,False,http://doi.org/10.3389/fimmu.2020.602254
124402,33584692,['NCT04387409'],['NCT'],['Clinicaltrials.gov'],,10.3389/fimmu.2020.611946,33584692,2khz1tmv,https://www.ncbi.nlm.nih.gov/pubmed/33584692/; https://doi.org/10.3389/fimmu.2020.611946,Induction of Trained Immunity by Recombinant Vaccines,False,,http://doi.org/10.3389/fimmu.2020.611946
124409,33584719,['NCT04400929'],['NCT'],,,10.3389/fimmu.2020.621441,33584719,bg0mzxs6,https://www.ncbi.nlm.nih.gov/pubmed/33584719/; https://doi.org/10.3389/fimmu.2020.621441,Cytokine Signature Induced by SARS-CoV-2 Spike Protein in a Mouse Model,False,,http://doi.org/10.3389/fimmu.2020.621441
124445,33585031,"['NCT 04730323', 'NCT04730323']",['NCT'],,,10.1016/j.amsu.2021.02.011,33585031,z9c7iu0o,https://www.sciencedirect.com/science/article/pii/S2049080121001175?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33585031/; https://api.elsevier.com/content/article/pii/S2049080121001175; https://doi.org/10.1016/j.amsu.2021.02.011,"""Tocilizumab-an option for patients with COVID-19 associated cytokine release syndrome: A single center experience"", a retrospective study-original article.",False,False,http://doi.org/10.1016/j.amsu.2021.02.011
124523,33585507,"['NCT04355351', 'NCT04276688']",['NCT'],,,10.3389/fmed.2020.603961,33585507,wqakpng7,https://doi.org/10.3389/fmed.2020.603961; https://www.ncbi.nlm.nih.gov/pubmed/33585507/,Functional Exhaustion of Type I and II Interferons Production in Severe COVID-19 Patients.,False,False,http://doi.org/10.3389/fmed.2020.603961
124525,33585509,['NCT04355351'],['NCT'],,,10.3389/fmed.2020.608804,33585509,f4ueiqe6,https://www.ncbi.nlm.nih.gov/pubmed/33585509/; https://doi.org/10.3389/fmed.2020.608804,"Humoral and Cellular Response of Frontline Health Care Workers Infected by SARS-CoV-2 in Nice, France: A Prospective Single-Center Cohort Study.",False,False,http://doi.org/10.3389/fmed.2020.608804
124529,33585519,"['NCT04282902', 'NCT04607928']",['NCT'],,,10.3389/fmed.2020.625440,33585519,ltbt1cij,https://doi.org/10.3389/fmed.2020.625440; https://www.ncbi.nlm.nih.gov/pubmed/33585519/,Commentary: Antifibrotics in COVID-19 Lung Disease: Let Us Stay Focused.,False,False,http://doi.org/10.3389/fmed.2020.625440
124534,33585529,['RBR-4vm3yy'],['RBR'],,,10.3389/fmed.2021.630982,33585529,fd42f0a3,https://www.ncbi.nlm.nih.gov/pubmed/33585529/; https://doi.org/10.3389/fmed.2021.630982,Effect of Convalescent Plasma in Critically Ill Patients With COVID-19: An Observational Study.,False,False,http://doi.org/10.3389/fmed.2021.630982
124565,33585723,['NCT04382729'],['NCT'],,,10.1016/j.conctc.2021.100742,33585723,or7dqy17,https://www.ncbi.nlm.nih.gov/pubmed/33585723/; https://api.elsevier.com/content/article/pii/S2451865421000442; https://www.sciencedirect.com/science/article/pii/S2451865421000442?v=s5; https://doi.org/10.1016/j.conctc.2021.100742,Effects of neuromuscular electrical stimulation therapy on physical function in patients with COVID-19 associated pneumonia: Study protocol of a randomized controlled trial.,False,False,http://doi.org/10.1016/j.conctc.2021.100742
124577,33585799,['NCT04569188'],['NCT'],"['ClinicalTrials.gov', 'clinicaltrials.gov']",,10.1016/j.mayocpiqo.2021.01.010,33585799,0grtynmh,https://doi.org/10.1016/j.mayocpiqo.2021.01.010; https://www.sciencedirect.com/science/article/pii/S2542454821000291?v=s5; https://api.elsevier.com/content/article/pii/S2542454821000291; https://www.ncbi.nlm.nih.gov/pubmed/33585799/,Safety and Efficacy of Convalescent Plasma in Elderly COVID-19 Patients: The RESCUE Trial.,False,False,http://doi.org/10.1016/j.mayocpiqo.2021.01.010
124597,33585834,['NCT04360850'],['NCT'],['clinicaltrials.gov'],,10.3389/frvir.2020.576421,33585834,6op5beg1,https://www.ncbi.nlm.nih.gov/pubmed/33585834/; https://doi.org/10.3389/frvir.2020.576421,Therapists Make the Switch to Telepsychology to Safely Continue Treating Their Patients During the COVID-19 Pandemic. Virtual Reality Telepsychology May Be Next.,False,False,http://doi.org/10.3389/frvir.2020.576421
124602,33585890,,,,Has Trial Pub Type,10.1093/infdis/jiab098,33585890,g2hvtb71,https://www.ncbi.nlm.nih.gov/pubmed/33585890/; https://doi.org/10.1093/infdis/jiab098,A Phase II Safety and Efficacy Study on Prognosis of Moderate Pneumonia in Coronavirus Disease 2019 Patients With Regular Intravenous Immunoglobulin Therapy.,False,False,http://doi.org/10.1093/infdis/jiab098
124633,33586320,['NCT04371393'],['NCT'],['ClinicalTrials.gov'],,10.1002/stem.3354,33586320,kco6mouk,https://www.ncbi.nlm.nih.gov/pubmed/33586320/; https://doi.org/10.1002/stem.3354,Mesenchymal stem cell immunomodulation: In pursuit of controlling COVID-19 related cytokine storm.,False,False,http://doi.org/10.1002/stem.3354
124705,33587756,"['ISRCTN15837754', 'ISRCTN11210918', 'NCT03270566']","['ISRCTN', 'NCT']",['Clinicaltrials.gov'],,10.1111/jdv.17167,33587756,e3g6eidq,https://www.ncbi.nlm.nih.gov/pubmed/33587756/; https://doi.org/10.1111/jdv.17167,European Task Force on Atopic Dermatitis: position on vaccination of adult patients with atopic dermatitis against COVID-19 (SARS-CoV-2) being treated with systemic medication and biologics.,False,False,http://doi.org/10.1111/jdv.17167
124759,33588262,['NCT04416100'],['NCT'],,,10.1016/j.sleep.2021.01.051,33588262,p3jvuj8k,https://www.ncbi.nlm.nih.gov/pubmed/33588262/; https://api.elsevier.com/content/article/pii/S138994572100068X; https://www.sciencedirect.com/science/article/pii/S138994572100068X; https://doi.org/10.1016/j.sleep.2021.01.051,Video-polysomnographic findings after acute COVID-19: REM sleep without atonia as sign of CNS pathology?,False,False,http://doi.org/10.1016/j.sleep.2021.01.051
124792,33588808,['NCT03699709'],['NCT'],['ClinicalTrials.gov'],,10.1186/s12889-021-10308-8,33588808,fapi0j4t,https://doi.org/10.1186/s12889-021-10308-8; https://www.ncbi.nlm.nih.gov/pubmed/33588808/,"Cooking for Health: a healthy food budgeting, purchasing, and cooking skills randomized controlled trial to improve diet among American Indians with type 2 diabetes",False,,http://doi.org/10.1186/s12889-021-10308-8
124801,33588912,"['NCT03447288', 'NCT02434016']",['NCT'],,,10.1186/s13054-020-03387-3,33588912,utn44ubw,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7883535/,Automated detection and quantification of reverse triggering effort under mechanical ventilation Open Access,False,,http://doi.org/10.1186/s13054-020-03387-3
124871,33589714,['NCT04440969'],['NCT'],['ClinicalTrials.gov'],,10.1038/s41598-021-83408-5,33589714,zpzetukp,https://doi.org/10.1038/s41598-021-83408-5; https://www.ncbi.nlm.nih.gov/pubmed/33589714/,Implementation and effectiveness of a multi-domain program for older adults at risk of cognitive impairment at neighborhood senior centres,False,,http://doi.org/10.1038/s41598-021-83408-5
124873,33589725,['NCT01847911'],['NCT'],,,10.1038/s41372-021-00941-x,33589725,wtgd7mzi,https://doi.org/10.1038/s41372-021-00941-x; https://www.ncbi.nlm.nih.gov/pubmed/33589725/,"Self-directed video versus instructor-based neonatal resuscitation training: a randomized controlled blinded non-inferiority multicenter international study Demian Szyld 11,12 • EdM on behalf of the SAVER Study Group",False,,http://doi.org/10.1038/s41372-021-00941-x
124941,33590406,"['NCT03055585', 'NCT04566484', 'NCT03590392', 'NCT03829384', 'NCT03382964', 'NCT04546724', 'NCT02861586', 'NCT02230163', 'NCT 04441905', 'NCT03325075', 'NCT02562482']","['CTRI', 'NCT']",['ClinicalTrials.gov'],,10.1007/s11262-020-01820-x,33590406,u94s7v2v,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7883954/,Prophylactic strategies to control chikungunya virus infection,False,,http://doi.org/10.1007/s11262-020-01820-x
124950,33590470,['NCT03778398'],['NCT'],['clinicaltrials.gov'],,10.1007/s13760-021-01618-0,33590470,wwxbm4e7,https://doi.org/10.1007/s13760-021-01618-0; https://www.ncbi.nlm.nih.gov/pubmed/33590470/,The effect of therapeutic instrumental music performance method on upper extremity functions in adolescent cerebral palsy,False,,http://doi.org/10.1007/s13760-021-01618-0
124951,33590501,['NCT04360278'],['NCT'],['ClinicalTrials.gov'],Has Trial Pub Type,10.1111/trf.16327,33590501,pvpp6q8y,https://www.ncbi.nlm.nih.gov/pubmed/33590501/; https://doi.org/10.1111/trf.16327,COVID-19 antibody screening with SARS-CoV-2 red cell kodecytes using routine serologic diagnostic platforms.,False,False,http://doi.org/10.1111/trf.16327
124953,33590518,['NCT04540185'],['NCT'],,,10.1111/risa.13671,33590518,8apkczna,https://doi.org/10.1111/risa.13671; https://www.ncbi.nlm.nih.gov/pubmed/33590518/,No Role for Reintroducing OPV into the United States with Respect to Controlling COVID-19 [Response to the letter to the Editor by Chumakov et al.].,False,False,http://doi.org/10.1111/risa.13671
124992,33590901,['NCT04392427'],['NCT'],['ClinicalTrials.gov'],Has Trial Pub Type,10.1002/jmv.26880,33590901,g5if9g2w,https://doi.org/10.1002/jmv.26880; https://www.ncbi.nlm.nih.gov/pubmed/33590901/,"Effect of a combination of nitazoxanide, ribavirin, and ivermectin plus zinc supplement (MANS.NRIZ study) on the clearance of mild COVID-19.",False,False,http://doi.org/10.1002/jmv.26880
125033,33591291,['NCT04051021'],['NCT'],['ClinicalTrials.gov'],,10.2196/21350,33591291,cuz78r4j,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7925147/,"The Impact of Nonpharmacological Interventions on Patient Experience, Opioid Use, and Health Care Utilization in Adult Cardiac Surgery Patients: Protocol for a Mixed Methods Study",False,,http://doi.org/10.2196/21350
125086,33592054,['NCT04338009'],['NCT'],,,10.1371/journal.pone.0247060,33592054,e6ioy672,https://www.ncbi.nlm.nih.gov/pubmed/33592054/; https://doi.org/10.1371/journal.pone.0247060,Angiotensin-converting enzyme 2 (ACE2) expression increases with age in patients requiring mechanical ventilation.,False,False,http://doi.org/10.1371/journal.pone.0247060
125105,33592310,,,,Has Trial Pub Type,10.1016/j.cct.2021.106319,33592310,,,Improving racial disparities in unmet palliative care needs among intensive care unit family members with a needs-targeted app intervention: The ICUconnect randomized clinical trial.,False,False,http://doi.org/10.1016/j.cct.2021.106319
125126,33592545,,,,Has Trial Pub Type,10.1016/j.jaut.2021.102613,33592545,xf5dmuxr,https://api.elsevier.com/content/article/pii/S0896841121000214; https://www.ncbi.nlm.nih.gov/pubmed/33592545/; https://doi.org/10.1016/j.jaut.2021.102613; https://www.sciencedirect.com/science/article/pii/S0896841121000214?v=s5,"Coronavirus disease 2019, immune-mediated inflammatory diseases and immunosuppressive therapies - A Danish population-based cohort study.",False,False,http://doi.org/10.1016/j.jaut.2021.102613
125132,33592610,['UMIN000040162'],"['UMIN', 'umin']",,,10.1159/000513714,33592610,3ff27k37,https://www.ncbi.nlm.nih.gov/pubmed/33592610/; https://doi.org/10.1159/000513714,International Observational Survey of the Effectiveness of Personal Protective Equipment during Endoscopic Procedures Performed in Patients with COVID-19.,False,False,http://doi.org/10.1159/000513714
125142,33592827,"['NCT03375918', 'NCT00123045']",['NCT'],['ClinicalTrials.gov'],,10.1097/md.0000000000023680,33592827,rbxy1vdf,https://www.ncbi.nlm.nih.gov/pubmed/33592827/; https://doi.org/10.1097/md.0000000000023680,COmmuNity-engaged SimULation Training for Blood Pressure Control (CONSULT-BP) A study protocol Study Protocol Clinical Trial Medicine ® OPEN Trial registration: NCT03375918,False,,http://doi.org/10.1097/md.0000000000023680
125148,33592888,['NCT04479150'],['NCT'],['ClinicalTrials.gov'],,10.1097/MD.0000000000024409,33592888,t7wuhe59,https://doi.org/10.1097/md.0000000000024409; https://www.ncbi.nlm.nih.gov/pubmed/33592888/,Postoperative complications and mortality following emergency digestive surgery during the COVID-19 pandemic: A multicenter collaborative retrospective cohort study protocol (COVID-CIR).,False,False,http://doi.org/10.1097/MD.0000000000024409
125166,33593209,['NCT04416399'],['NCT'],,,10.1098/rsif.2020.0950,33593209,d38q164g,https://www.ncbi.nlm.nih.gov/pubmed/33593209/; https://doi.org/10.1098/rsif.2020.0950,"Infection, inflammation and intervention: mechanistic modelling of epithelial cells in COVID-19.",False,False,http://doi.org/10.1098/rsif.2020.0950
125215,33593686,['NCT04380402'],['NCT'],,,10.1016/j.rec.2021.01.005,33593686,7e2vx3we,https://doi.org/10.1016/j.rec.2021.01.005; https://www.sciencedirect.com/science/article/pii/S1885585721000256?v=s5; https://api.elsevier.com/content/article/pii/S1885585721000256; https://www.ncbi.nlm.nih.gov/pubmed/33593686/,Impact of statins in patients with COVID-19.,False,False,http://doi.org/10.1016/j.rec.2021.01.005
125328,33594520,"['NCT03369444', 'NCT03587116', 'NCT04360265', 'NCT03370913', 'NCT03199469', 'NCT04601051', 'NCT02926066', 'NCT03164135', 'NCT02396342', 'NCT02852213', 'NCT03612869', 'NCT03655678', 'NCT03489291', 'NCT03745287', 'NCT03392974']","['EudraCT', 'NCT']",['clinicaltrials.gov'],,10.1007/s00109-020-02034-2,33594520,f70qt0oi,https://doi.org/10.1007/s00109-020-02034-2; https://www.ncbi.nlm.nih.gov/pubmed/33594520/,Evolving AAV-delivered therapeutics towards ultimate cures,False,,http://doi.org/10.1007/s00109-020-02034-2
125333,33594599,"['UMIN000032395', 'UMIN000034545']",['UMIN'],['UMIN Clinical Trials Registry'],,10.1007/s10096-021-04193-7,33594599,ceiiy7r1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7885976/,Evaluation of a novel rapid TRC assay for the detection of influenza using nasopharyngeal swabs and gargle samples,False,,http://doi.org/10.1007/s10096-021-04193-7
125347,33594741,['NCT03087201'],['NCT'],['ClinicalTrials.gov'],,10.1002/pst.2100,33594741,21sur65c,https://doi.org/10.1002/pst.2100; https://www.ncbi.nlm.nih.gov/pubmed/33594741/,Potential impact of COVID-19 on ongoing clinical trials: a simulation study with the neurological Yale Global Tic Severity Scale based on the CANNA-TICS study.,False,False,http://doi.org/10.1002/pst.2100
125429,33595634,['NCT04449718'],['NCT'],['ClinicalTrials.gov'],Has Trial Pub Type,10.1001/jama.2020.26848,33595634,,,Effect of a Single High Dose of Vitamin D3 on Hospital Length of Stay in Patients With Moderate to Severe COVID-19: A Randomized Clinical Trial.,False,False,http://doi.org/10.1001/jama.2020.26848
125474,33596161,['NCT04363333'],['NCT'],['ClinicalTrials.gov'],,10.1513/AnnalsATS.202011-1409OC,33596161,,,"Effect of High-Risk Obstructive Sleep Apnea on Clinical Outcomes in Adults with Coronavirus Disease 2019: A Multicenter, Prospective, Observational Cohort Study.",False,False,http://doi.org/10.1513/AnnalsATS.202011-1409OC
125492,33596251,['ISRCTN67116897'],['ISRCTN'],,,10.1371/journal.pone.0246455,33596251,kyyjt1w4,https://www.ncbi.nlm.nih.gov/pubmed/33596251/; https://doi.org/10.1371/journal.pone.0246455,"A randomised experiment of health, cost and social norm message frames to encourage acceptance of swaps in a simulation online supermarket",False,,http://doi.org/10.1371/journal.pone.0246455
125502,33596317,"['NCT03523156', 'NCT03335072']",['NCT'],['clinicaltrials.gov'],,10.1093/trstmh/traa171,33596317,qdwiyzae,https://www.ncbi.nlm.nih.gov/pubmed/33596317/; https://doi.org/10.1093/trstmh/traa171,Modelling trachoma post-2020: opportunities for mitigating the impact of COVID-19 and accelerating progress towards elimination.,False,False,http://doi.org/10.1093/trstmh/traa171
125515,33596412,,,,Has Trial Pub Type,10.1016/j.ahj.2021.02.008,33596412,,,"Modified design of stimulation of the left ventricular endocardium for cardiac resynchronization therapy in nonresponders, previously untreatable and high-risk upgrade patients (SOLVE-CRT) trial.",False,False,http://doi.org/10.1016/j.ahj.2021.02.008
125521,33596494,['CTRI/2020/05/025273'],"['CTRI', 'ctri']",,Has Trial Pub Type,10.1016/j.phymed.2021.153494,33596494,nfx86mkj,https://www.ncbi.nlm.nih.gov/pubmed/33596494/; https://api.elsevier.com/content/article/pii/S0944711321000362; https://www.sciencedirect.com/science/article/pii/S0944711321000362?v=s5; https://doi.org/10.1016/j.phymed.2021.153494,Randomized placebo-controlled pilot clinical trial on the efficacy of ayurvedic treatment regime on COVID-19 positive patients.,False,False,http://doi.org/10.1016/j.phymed.2021.153494
125530,33596668,['NCT04314232'],['NCT'],['clinicaltrials.gov'],,10.1161/JAHA.120.019756,33596668,3dxte1i5,https://doi.org/10.1161/jaha.120.019756; https://www.ncbi.nlm.nih.gov/pubmed/33596668/,"SARS-CoV-2 Viremia is Associated With Inflammatory, But Not Cardiovascular Biomarkers, in Patients Hospitalized for COVID-19.",False,False,http://doi.org/10.1161/JAHA.120.019756
125546,33596857,,,,Has Trial Pub Type,10.1186/s12889-021-10356-0,33596857,aq5ri4yb,https://www.ncbi.nlm.nih.gov/pubmed/33596857/; https://doi.org/10.1186/s12889-021-10356-0,"Evaluating the effect of infographics on public recall, sentiment and willingness to use face masks during the COVID-19 pandemic: a randomised internet-based questionnaire study.",False,False,http://doi.org/10.1186/s12889-021-10356-0
125549,33596889,['NCT04595123'],['NCT'],['ClinicalTrials.gov'],,10.1186/s12889-021-10330-w,33596889,g3tftbto,https://www.ncbi.nlm.nih.gov/pubmed/33596889/; https://doi.org/10.1186/s12889-021-10330-w,Impact of the Covid-19 pandemic on perinatal mental health (Riseup-PPD-COVID-19): protocol for an international prospective cohort study.,False,False,http://doi.org/10.1186/s12889-021-10330-w
125574,33597145,['NCT04426084'],['NCT'],,,10.1136/bmjopen-2020-044486,33597145,1223rrzq,https://www.ncbi.nlm.nih.gov/pubmed/33597145/; https://doi.org/10.1136/bmjopen-2020-044486,Association between cardiometabolic disease and severe COVID-19: a nationwide case-control study of patients requiring invasive mechanical ventilation.,False,False,http://doi.org/10.1136/bmjopen-2020-044486
125577,33597152,['NCT03835780'],['NCT'],,,10.1136/bmjgast-2020-000573,33597152,lh8375bm,https://doi.org/10.1136/bmjgast-2020-000573; https://www.ncbi.nlm.nih.gov/pubmed/33597152/,Risk of common infections in people with inflammatory bowel disease in primary care: a population-based cohort study,False,,http://doi.org/10.1136/bmjgast-2020-000573
125587,33597207,['NCT02092467'],['NCT'],,,10.1136/rmdopen-2021-001565,33597207,ejfs8tl4,https://doi.org/10.1136/rmdopen-2021-001565; https://www.ncbi.nlm.nih.gov/pubmed/33597207/,"RMD commentary, JAK kinase inhibitors: a preferred alternative to TNF inhibitors?",False,,http://doi.org/10.1136/rmdopen-2021-001565
125591,33597251,['NCT04427501'],['NCT'],,,10.1126/sciadv.abf1738,33597251,g0nd2iwj,https://www.ncbi.nlm.nih.gov/pubmed/33597251/; https://doi.org/10.1126/sciadv.abf1738,An engineered decoy receptor for SARS-CoV-2 broadly binds protein S sequence variants.,False,False,http://doi.org/10.1126/sciadv.abf1738
125602,33597532,['NCT00258869'],['NCT'],['ClinicalTrials.gov'],,10.1038/s41467-021-21289-y,33597532,q55tdwgi,https://doi.org/10.1038/s41467-021-21289-y; https://www.ncbi.nlm.nih.gov/pubmed/33597532/,Dysregulated transcriptional responses to SARS-CoV-2 in the periphery.,False,False,http://doi.org/10.1038/s41467-021-21289-y
125636,33598027,"['NCT04547387', 'NCT04234854']",['NCT'],,,10.5114/aic.2020.102134,33598027,ylrnqucb,https://www.ncbi.nlm.nih.gov/pubmed/33598027/; https://doi.org/10.5114/aic.2020.102134,Transient flow reversal combined with sustained embolic prevention in transcervical revascularization of symptomatic and highly-emboligenic carotid stenoses for optimized endovascular lumen reconstruction and improved peri-and post-procedural outcomes,False,,http://doi.org/10.5114/aic.2020.102134
125668,33598436,['NCT04625972'],['NCT'],,,10.3389/fonc.2020.631611,33598436,4v4y5nj8,https://doi.org/10.3389/fonc.2020.631611; https://www.ncbi.nlm.nih.gov/pubmed/33598436/,"COVID-19, the Future Vaccine and What It Means for Cancer Patients on Immunotherapy.",False,False,http://doi.org/10.3389/fonc.2020.631611
125693,33598645,"['NCT04234022', 'NCT01286259', 'NCT03198559', 'NCT03891667', 'NCT03950830', 'NCT04265274', 'NCT01944371', 'NCT04485130']",['NCT'],['clinicaltrials.gov'],,10.1016/j.isci.2021.102092,33598645,bgs4oimd,https://doi.org/10.1016/j.isci.2021.102092; https://www.ncbi.nlm.nih.gov/pubmed/33598645/,iScience The revival of dithiocarbamates: from pesticides to innovative medical treatments,False,,http://doi.org/10.1016/j.isci.2021.102092
125696,33598681,['NCT03307343'],['NCT'],['clinicaltrials.gov'],Has Trial Pub Type,10.1093/occmed/kqab011,33598681,gzhfra1u,https://doi.org/10.1093/occmed/kqab011; https://www.ncbi.nlm.nih.gov/pubmed/33598681/,"Covid-19 shelter-at-home and work, lifestyle and well-being in desk workers.",False,False,http://doi.org/10.1093/occmed/kqab011
