,id,id_hits,prefix_hits,reg_name_hits,pub_types,doi,pm_id,cord_id,url,title,review_in_title,review_type,doi_link
72449,33017685,['NCT04198285'],['NCT'],['clinicaltrials.gov'],,10.1016/j.jmig.2020.09.019,33017685,sb7fu3zg,https://api.elsevier.com/content/article/pii/S1553465020310797; https://www.sciencedirect.com/science/article/pii/S1553465020310797?v=s5; https://doi.org/10.1016/j.jmig.2020.09.019; https://www.ncbi.nlm.nih.gov/pubmed/33017685/,Journal Pre-proof Retrograde bladder filling after laparoscopic gynecologic surgery: a double-blind randomized controlled trial Title: Retrograde bladder filling after laparoscopic gynecologic surgery: a double-blind randomized controlled trial Shortened Running Title: Bladder retrofill after gynecologic laparoscopy,False,,http://doi.org/10.1016/j.jmig.2020.09.019
72462,33017904,['NCT04334382'],['NCT'],['ClinicalTrials.gov'],,10.1016/j.mehy.2020.110110,33017904,c51lfwd6,https://api.elsevier.com/content/article/pii/S0306987720315176; https://www.ncbi.nlm.nih.gov/pubmed/33017904/; https://doi.org/10.1016/j.mehy.2020.110110; https://www.sciencedirect.com/science/article/pii/S0306987720315176?v=s5,Inhaled hydroxychloroquine to improve efficacy and reduce harm in the treatment of COVID-19.,False,False,http://doi.org/10.1016/j.mehy.2020.110110
72485,33019589,"['NCT02918006', 'NCT00755703', 'NCT03232567', 'NCT01818362', 'NCT01006798']",['NCT'],,,10.3390/vaccines8040574,33019589,rgjl0rmb,https://doi.org/10.3390/vaccines8040574; https://www.ncbi.nlm.nih.gov/pubmed/33019589/,Adenoviral Vector-Based Vaccine Platforms for Developing the Next Generation of Influenza Vaccines,False,,http://doi.org/10.3390/vaccines8040574
72495,33019676,"['NCT04060953', 'NCT04168437']",['NCT'],['ClinicalTrials.gov'],,10.3390/healthcare8040381,33019676,poqopa8e,https://www.ncbi.nlm.nih.gov/pubmed/33019676/; https://doi.org/10.3390/healthcare8040381,Feasibility Trial of an eHealth Intervention for Health-Related Quality of Life: Implications for Managing Patients with Chronic Pain during the COVID-19 Pandemic.,False,False,http://doi.org/10.3390/healthcare8040381
72501,33019769,['NCT04535973'],['NCT'],['clinicaltrials.gov'],,10.3390/dj8040111,33019769,veogs5jj,https://www.ncbi.nlm.nih.gov/pubmed/33019769/; https://doi.org/10.3390/dj8040111,Salivary Hormones and Quality of Life in Female Postmenopausal Burning Mouth Patients-A Pilot Case-Control Study,False,,http://doi.org/10.3390/dj8040111
72526,33019984,"['NCT04344288', 'NCT04343144']",['NCT'],,,10.1016/j.ygyno.2020.09.036,33019984,vt7cw4rb,https://doi.org/10.1016/j.ygyno.2020.09.036; https://www.sciencedirect.com/science/article/pii/S0090825820339469?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33019984/; https://api.elsevier.com/content/article/pii/S0090825820339469,Inflammatory markers in gynecologic oncology patients hospitalized with COVID-19 infection.,False,False,http://doi.org/10.1016/j.ygyno.2020.09.036
72527,33019992,"['NCT04341350', 'NCT04235608']",['NCT'],,,10.1016/j.jcrc.2020.09.009,33019992,bccu4mr7,https://www.sciencedirect.com/science/article/pii/S0883944120306869?v=s5; https://doi.org/10.1016/j.jcrc.2020.09.009; https://www.ncbi.nlm.nih.gov/pubmed/33019992/; https://api.elsevier.com/content/article/pii/S0883944120306869,Shortage of anesthetics: Think of inhaled sedation!,False,False,http://doi.org/10.1016/j.jcrc.2020.09.009
72542,33020111,"['ISRCTN50189673', 'NCT04292899', 'NCT04333407', 'NCT04292730']","['ISRCTN', 'NCT']",['clinicaltrials.gov'],,10.1136/bmjopen-2020-044566,33020111,pvqe4hrs,https://doi.org/10.1136/bmjopen-2020-044566; https://www.ncbi.nlm.nih.gov/pubmed/33020111/,How achievable are COVID-19 clinical trial recruitment targets? A UK observational cohort study and trials registry analysis.,False,False,http://doi.org/10.1136/bmjopen-2020-044566
72602,33020696,"['NCT02806895', 'NCT02348632', 'NCT03823105', 'NCT02348606']","['EudraCT', 'NCT']",,,10.1007/s11818-020-00267-4,33020696,0fkdciju,https://doi.org/10.1007/s11818-020-00267-4; https://www.ncbi.nlm.nih.gov/pubmed/33020696/,"4 Sleep health and brain morphometry in the UK biobank Freie Vorträge 1 Auswirkungen eines Maskenwechsels auf die Nutzungsdauer der positiven Atemwegsdruck-Therapie: Analyse einer deutschen Gesundheitsdienstleister-Datenbank 3 Effects of short-and long-term solriamfetol treatment on adherence to primary obstructive sleep apnoea therapy 5 Zusammenhang zwischen REM-Schlaf und der Körperfettverteilung bei Patienten mit Insomnie Abstracts 7 Schlafmedizinische Unterschiede bei Anwendung der Baveno- Klassifikation in der ESADA-Kohorte 10 Schlaftraining für Säuglinge und Kleinkinder (Mini-KiSS) -was zeigen erste Langzeitergebnisse nach einem Jahr in Bezug auf frühkindliche Regulationsproblematiken? Kurzvorträge KV 1 Koffein-sensitive Personen profitieren während chronischem Schlafentzug für zwei Tage von den leistungssteigernden Wirkungen des Kaffees auf die Vigilanz KV 2 Erweitertes neuronales Netzwerk in den für den Schlaf-Wach- Rhythmus verantwortlichen Hirnzentren Abstracts KV 4 Cortisol, Cortison und Dehydroepiandrosteron moderieren den Zusammenhang zwischen Schlafqualität und Burnout P 2 Modulation of the neurothrophic activity by Ballota nigra L. Crataegus oxycantha L., Passiflora incarnata L. and Valeriana officinalis L. and their Combination in vitro",False,,http://doi.org/10.1007/s11818-020-00267-4
72711,33021713,['NCT04342884'],['NCT'],,,10.1007/s11606-020-06259-2,33021713,g67ewzlp,https://www.ncbi.nlm.nih.gov/pubmed/33021713/; https://doi.org/10.1007/s11606-020-06259-2,More Than a Statistic: a Qualitative Study of COVID-19 Treatment and Prevention Optimization for Black Americans.,False,False,http://doi.org/10.1007/s11606-020-06259-2
72731,33022004,['NCT04331574'],['NCT'],['Clinicaltrials.gov'],Has Trial Pub Type,10.1371/journal.pone.0237297,33022004,4imbswfi,https://doi.org/10.1371/journal.pone.0237297; https://www.ncbi.nlm.nih.gov/pubmed/33022004/,Gender differences in predictors of intensive care units admission among COVID-19 patients: The results of the SARS-RAS study of the Italian Society of Hypertension.,False,False,http://doi.org/10.1371/journal.pone.0237297
72861,33023669,['NCT04347941'],['NCT'],,,10.1186/s13054-020-03314-6,33023669,kxi5qpxw,https://doi.org/10.1186/s13054-020-03314-6; https://www.ncbi.nlm.nih.gov/pubmed/33023669/,"Awake prone positioning does not reduce the risk of intubation in COVID-19 treated with high-flow nasal oxygen therapy: a multicenter, adjusted cohort study.",False,False,http://doi.org/10.1186/s13054-020-03314-6
72862,33023671,['2020-001632-10'],['EudraCT'],,Has Trial Pub Type,10.1186/s13063-020-04735-y,33023671,,,A Randomized Open label Phase-II Clinical Trial with or without Infusion of Plasma from Subjects after Convalescence of SARS-CoV-2 Infection in High-Risk Patients with Confirmed Severe SARS-CoV-2 Disease (RECOVER): A structured summary of a study protocol for a randomised controlled trial.,False,False,http://doi.org/10.1186/s13063-020-04735-y
72876,33023785,['NCT02721433'],['NCT'],['clinicaltrials.gov'],,10.1016/j.ejca.2020.08.019,33023785,mw2mn6bv,https://www.ncbi.nlm.nih.gov/pubmed/33023785/; https://doi.org/10.1016/j.ejca.2020.08.019; https://api.elsevier.com/content/article/pii/S0959804920304706; https://www.sciencedirect.com/science/article/pii/S0959804920304706,A randomised trial of 4-versus 12-weekly administration of bone-targeted agents in patients with bone metastases from breast or castration-resistant prostate cancer,False,,http://doi.org/10.1016/j.ejca.2020.08.019
72914,33024092,['ChiCTR2000032161'],"['ChiCTR', 'chictr']",['Chinese Clinical Trial Registry'],,10.1038/s41467-020-18684-2,33024092,gtmw6vwo,https://doi.org/10.1038/s41467-020-18684-2; https://www.ncbi.nlm.nih.gov/pubmed/33024092/,Machine learning based early warning system enables accurate mortality risk prediction for COVID-19.,False,False,http://doi.org/10.1038/s41467-020-18684-2
73036,33024963,"['NCT04411628', 'NCT04501978', 'NCT04427501', 'NCT04497987']",['NCT'],,,10.1101/2020.09.30.318972,33024963,8nu9qss9,https://www.ncbi.nlm.nih.gov/pubmed/33024963/; https://doi.org/10.1101/2020.09.30.318972,"LY-CoV555, a rapidly isolated potent neutralizing antibody, provides protection in a non-human primate model of SARS-CoV-2 infection.",False,False,http://doi.org/10.1101/2020.09.30.318972
73048,33024975,"['NCT04375020', 'NCT02002130', 'NCT03635437', 'NCT03721991']",['NCT'],['ClinicalTrials.gov'],,10.1101/2020.10.04.325423,33024975,pzdqqt24,https://www.ncbi.nlm.nih.gov/pubmed/33024975/; https://doi.org/10.1101/2020.10.04.325423,GABA administration prevents severe illness and death following coronavirus infection in mice.,False,False,http://doi.org/10.1101/2020.10.04.325423
73056,33024983,['NCT04325646'],['NCT'],['ClinicalTrials.gov'],,10.1101/2020.10.01.20205393,33024983,6se1pcvf,https://doi.org/10.1101/2020.10.01.20205393; https://www.ncbi.nlm.nih.gov/pubmed/33024983/; http://medrxiv.org/cgi/content/short/2020.10.01.20205393v1?rss=1,A Mechanism for Severity of Disease in Older Patients with COVID-19: The Nexus between Telomere Length and Lymphopenia.,False,False,http://doi.org/10.1101/2020.10.01.20205393
73073,33025225,['NCT02517489'],['NCT'],,,10.1186/s13613-020-00751-y,33025225,6t3ocduf,https://doi.org/10.1186/s13613-020-00751-y; https://www.ncbi.nlm.nih.gov/pubmed/33025225/,Characteristics and outcomes of acute respiratory distress syndrome related to COVID-19 in Belgian and French intensive care units according to antiviral strategies: the COVADIS multicentre observational study.,False,False,http://doi.org/10.1186/s13613-020-00751-y
73074,33025261,['NCT01194180'],['NCT'],"['clinicaltrials.gov', 'ClinicalTrials.gov']",,10.1007/s11095-020-02930-9,33025261,1ku6cmwj,https://www.ncbi.nlm.nih.gov/pubmed/33025261/; https://doi.org/10.1007/s11095-020-02930-9,A Systems Biology Workflow for Drug and Vaccine Repurposing: Identifying Small-Molecule BCG Mimics to Reduce or Prevent COVID-19 Mortality.,False,False,http://doi.org/10.1007/s11095-020-02930-9
73100,33025530,['ChiCTR2000034721'],['ChiCTR'],,,10.1007/s43032-020-00338-9,33025530,tm9ekewk,https://doi.org/10.1007/s43032-020-00338-9; https://www.ncbi.nlm.nih.gov/pubmed/33025530/,Detection of Vaginal Metabolite Changes in Premature Rupture of Membrane Patients in Third Trimester Pregnancy: a Prospective Cohort Study,False,,http://doi.org/10.1007/s43032-020-00338-9
73114,33025724,['NCT 04392245'],['NCT'],['ClinicalTrials.gov'],,10.1111/codi.15394,33025724,jry6ed00,https://www.ncbi.nlm.nih.gov/pubmed/33025724/; https://doi.org/10.1111/codi.15394,A worldwide survey on proctological practice during COVID-19 lockdown (ProctoLock 2020): a cross-sectional analysis.,False,False,http://doi.org/10.1111/codi.15394
73172,33026597,"['NCT02810704', 'NCT04182737']",['NCT'],,,10.1186/s13613-020-00740-1,33026597,fih1crn0,https://www.ncbi.nlm.nih.gov/pubmed/33026597/; https://doi.org/10.1186/s13613-020-00740-1,Best-practice IgM-and IgA-enriched immunoglobulin use in patients with sepsis,False,,http://doi.org/10.1186/s13613-020-00740-1
73201,33026892,['NCT04358029'],['NCT'],['clinicaltrials.gov'],,10.1161/CIRCEP.120.008920,33026892,7snoyxej,https://doi.org/10.1161/circep.120.008920; https://www.ncbi.nlm.nih.gov/pubmed/33026892/,"Malignant Arrhythmias in Patients With COVID-19: Incidence, Mechanisms, and Outcomes.",False,False,http://doi.org/10.1161/CIRCEP.120.008920
73227,33027186,['NCT04323839'],['NCT'],['ClinicalTrials.gov'],,10.1097/AOG.0000000000004178,33027186,zzu6d6mf,https://doi.org/10.1097/aog.0000000000004178; https://www.ncbi.nlm.nih.gov/pubmed/33027186/,Clinical Presentation of Coronavirus Disease 2019 (COVID-19) in Pregnant and Recently Pregnant People.,False,False,http://doi.org/10.1097/AOG.0000000000004178
73266,33027420,"['NCT04320277', 'NCT04343768', 'NCT04280705', 'NCT04321993', 'NCT04292899', 'NCT04257656', 'NCT04421027', 'NCT04276688', 'NCT04252664']","['NCT', 'Ctri']","['clinicaltrials.gov', 'ClinicalTrials.gov']",,10.1590/0074-02760200254,33027420,rgm9ffpk,https://www.ncbi.nlm.nih.gov/pubmed/33027420/; https://doi.org/10.1590/0074-02760200254,"COVID-19: molecular targets, drug repurposing and new avenues for drug discovery.",False,False,http://doi.org/10.1590/0074-02760200254
73309,33027946,"['NCT03728322', 'NCT03872479']",['NCT'],,,10.3390/ijms21197353,33027946,2s6yfuou,https://www.ncbi.nlm.nih.gov/pubmed/33027946/; https://doi.org/10.3390/ijms21197353,Molecular Sciences Tissue-Specific Delivery of CRISPR Therapeutics: Strategies and Mechanisms of Non-Viral Vectors,False,,http://doi.org/10.3390/ijms21197353
73374,33028631,['NCT02907567'],['NCT'],['ClinicalTrials.gov'],,10.1523/eneuro.0317-20.2020,33028631,42gcqyb1,https://doi.org/10.1523/eneuro.0317-20.2020; https://www.ncbi.nlm.nih.gov/pubmed/33028631/,Disorders of the Nervous System Proceedings from the Fourth International Symposium on s -2 Receptors: Role in Health and Disease,False,,http://doi.org/10.1523/eneuro.0317-20.2020
73393,33028810,['NCT04353128'],"['RBR', 'NCT']",['Clinicaltrials.gov'],,10.1038/s41467-020-18709-w,33028810,cg2ia40u,https://doi.org/10.1038/s41467-020-18709-w; https://www.ncbi.nlm.nih.gov/pubmed/33028810/,Crystallographic and electrophilic fragment screening of the SARS-CoV-2 main protease.,False,False,http://doi.org/10.1038/s41467-020-18709-w
73435,33029420,['NCT02625961'],['NCT'],['ClinicalTrials.gov'],,10.1080/2090598X.2020.1788285,33029420,m0q271as,https://www.ncbi.nlm.nih.gov/pubmed/33029420/; https://doi.org/10.1080/2090598x.2020.1788285,Re: Urological surgery in the COVID-19 era: Patient counselling and informed consent.,False,False,http://doi.org/10.1080/2090598X.2020.1788285
73459,33029657,['NCT04318366'],['NCT'],['ClinicalTrials.gov'],,10.1007/s00125-020-05284-4,33029657,q3i0syo8,https://doi.org/10.1007/s00125-020-05284-4; https://www.ncbi.nlm.nih.gov/pubmed/33029657/,Antibody response to multiple antigens of SARS-CoV-2 in patients with diabetes: an observational cohort study.,False,False,http://doi.org/10.1007/s00125-020-05284-4
73461,33029683,['NCT04463355'],['NCT'],['clinicaltrials.gov'],,10.1007/s00431-020-03827-w,33029683,jton1oig,https://doi.org/10.1007/s00431-020-03827-w; https://www.ncbi.nlm.nih.gov/pubmed/33029683/,"Video discharge instructions for pediatric gastroenteritis in an emergency department: a randomized, controlled trial",False,,http://doi.org/10.1007/s00431-020-03827-w
73548,33031046,['NCT04268316'],['NCT'],"['ClinicalTrials.gov', 'clinicaltrials.gov']",,10.2196/24331,33031046,iy3vo1gs,https://www.ncbi.nlm.nih.gov/pubmed/33031046/; https://doi.org/10.2196/24331,Virtual Reality Behavioral Activation as an Intervention for Major Depressive Disorder: Case Report.,False,False,http://doi.org/10.2196/24331
73550,33031048,['NCT04316728'],['NCT'],,,10.2196/19152,33031048,yuh9h8jc,https://doi.org/10.2196/19152; https://www.ncbi.nlm.nih.gov/pubmed/33031048/,Rapid Serological Assays and SARS-CoV-2 Real-Time Polymerase Chain Reaction Assays for the Detection of SARS-CoV-2: Comparative Study.,False,False,http://doi.org/10.2196/19152
73559,33031084,,,,Has Trial Pub Type,10.3855/jidc.13224,33031084,,,Detection of SARS-CoV-2 in the tears and conjunctival secretions of Coronavirus disease 2019 patients.,False,False,http://doi.org/10.3855/jidc.13224
73560,33031085,,,,Has Trial Pub Type,10.3855/jidc.13274,33031085,,,Nitazoxanide against COVID-19 in three explorative scenarios.,False,False,http://doi.org/10.3855/jidc.13274
73576,33031270,['DRKS00016972'],['DRKS'],['German Clinical Trials Register'],,10.1097/md.0000000000022318,33031270,aqw9snt7,https://doi.org/10.1097/md.0000000000022318; https://www.ncbi.nlm.nih.gov/pubmed/33031270/,"Contrast-enhanced ultrasound for determining muscular perfusion after oral intake of L-citrulline, L-arginine, and galloylated epicatechines A study protocol",False,,http://doi.org/10.1097/md.0000000000022318
73590,33031409,['2020-002007-19'],['EudraCT'],,,10.1371/journal.pone.0239692,33031409,45edpd0m,https://doi.org/10.1371/journal.pone.0239692; https://www.ncbi.nlm.nih.gov/pubmed/33031409/,Therapeutic effects of adenosine in high flow 21% oxygen aereosol in patients with Covid19-pneumonia.,False,False,http://doi.org/10.1371/journal.pone.0239692
73617,33031652,"['ISRCTN50189673', 'NCT04381936']","['ISRCTN', 'NCT']",['ClinicalTrials.gov'],Has Trial Pub Type,10.1056/NEJMoa2022926,33031652,y12veqre,https://doi.org/10.1056/nejmoa2022926; https://www.ncbi.nlm.nih.gov/pubmed/33031652/,Effect of Hydroxychloroquine in Hospitalized Patients with Covid-19.,False,False,http://doi.org/10.1056/NEJMoa2022926
73637,33031764,"['ISRCTN, 50189673', 'NCT04381936']","['ISRCTN', 'NCT']",['ClinicalTrials.gov'],,10.1016/S0140-6736(20)32013-4,33031764,fz5hgokg,https://www.ncbi.nlm.nih.gov/pubmed/33031764/; https://doi.org/10.1016/s0140-6736(20)32013-4; https://www.sciencedirect.com/science/article/pii/S0140673620320134; https://api.elsevier.com/content/article/pii/S0140673620320134,"Lopinavir-ritonavir in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial.",False,False,http://doi.org/10.1016/S0140-6736(20)32013-4
73647,33031826,['NCT02793856'],['NCT'],,,10.1016/j.lfs.2020.118525,33031826,rp4i7s64,https://www.ncbi.nlm.nih.gov/pubmed/33031826/; https://www.sciencedirect.com/science/article/pii/S0024320520312789?v=s5; https://api.elsevier.com/content/article/pii/S0024320520312789; https://doi.org/10.1016/j.lfs.2020.118525,Journal Pre-proof CRISPR/Cas9: A powerful genome editing technique for the treatment of cancer cells with present challenges and future directions CRISPR/Cas9: A Powerful Genome Editing Technique for the Treatment of Cancer Cells with Present Challenges and Future Directions,False,,http://doi.org/10.1016/j.lfs.2020.118525
73660,33031955,"['NCT04317092', '2020-001110-38', 'NCT01802749', 'NCT02633189', 'NCT01706120']","['EudraCT', 'NCT']",['Clinicaltrials.gov'],Has Trial Pub Type,10.1016/j.cct.2020.106165,33031955,41yvo3v9,https://www.ncbi.nlm.nih.gov/pubmed/33031955/; https://api.elsevier.com/content/article/pii/S1551714420302433; https://www.sciencedirect.com/science/article/pii/S1551714420302433?v=s5; https://doi.org/10.1016/j.cct.2020.106165,TOCIVID-19 - A multicenter study on the efficacy and tolerability of tocilizumab in the treatment of patients with COVID-19 pneumonia. Study protocol.,False,False,http://doi.org/10.1016/j.cct.2020.106165
73662,33031979,['NCT04420286'],['NCT'],,,10.1016/j.accpm.2020.09.007,33031979,lnj7o8ow,https://api.elsevier.com/content/article/pii/S2352556820302162; https://www.ncbi.nlm.nih.gov/pubmed/33031979/; https://doi.org/10.1016/j.accpm.2020.09.007; https://www.sciencedirect.com/science/article/pii/S2352556820302162?v=s5,A national healthcare response to intensive care bed requirements during the COVID-19 outbreak in France.,False,False,http://doi.org/10.1016/j.accpm.2020.09.007
73679,33032275,['NCT03790800'],"['ChiCTR', 'NCT']",['ClinicalTrials.gov'],,10.1159/000511394,33032275,jz6hoxk1,https://doi.org/10.1159/000511394; https://www.ncbi.nlm.nih.gov/pubmed/33032275/,Impact of COVID-19 on Patient Behavior to Stroke Symptoms in China.,False,False,http://doi.org/10.1159/000511394
73705,33032612,['NCT04217980'],['NCT'],,,10.1186/s12931-020-01476-z,33032612,oj0wsstz,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7543673/,Procalcitonin and lung ultrasound algorithm to diagnose severe pneumonia in critical paediatric patients (PROLUSP study). A randomised clinical trial,False,,http://doi.org/10.1186/s12931-020-01476-z
73733,33032855,"['NCT04153149', 'NCT04136184', 'NCT03336580']",['NCT'],,,10.1016/j.ejim.2020.09.025,33032855,fdwug09u,https://api.elsevier.com/content/article/pii/S0953620520303770; https://www.ncbi.nlm.nih.gov/pubmed/33032855/; https://doi.org/10.1016/j.ejim.2020.09.025; https://www.sciencedirect.com/science/article/pii/S0953620520303770,Transthyretin amyloid cardiomyopathy: An uncharted territory awaiting discovery,False,,http://doi.org/10.1016/j.ejim.2020.09.025
73769,33033088,['ISRCTN17592092'],"['ISRCTN', 'ANZCTR']",,,10.1136/bmjopen-2020-037149,33033088,pqyiy7o5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7545638/,"Effectiveness and cost-effectiveness of a progressive, individualised walking and education programme for prevention of low back pain recurrence in adults: study protocol for the WalkBack randomised controlled trial",False,,http://doi.org/10.1136/bmjopen-2020-037149
73816,33033686,['NCT04381936'],['NCT'],,,10.7759/cureus.10211,33033686,b3qwny49,https://doi.org/10.7759/cureus.10211; https://www.ncbi.nlm.nih.gov/pubmed/33033686/,Icosapent Ethyl - A Successful Treatment for Symptomatic COVID-19 Infection.,False,False,http://doi.org/10.7759/cureus.10211
73861,33034095,['NCT04340050'],['NCT'],['ClinicalTrials.gov'],,10.1111/joim.13185,33034095,g4qluh8q,https://www.ncbi.nlm.nih.gov/pubmed/33034095/; https://doi.org/10.1111/joim.13185,Clinical predictors of donor antibody titre and correlation with recipient antibody response in a COVID-19 convalescent plasma clinical trial.,False,False,http://doi.org/10.1111/joim.13185
73989,33035635,['NCT04510480'],['NCT'],,,10.1016/j.resuscitation.2020.09.032,33035635,hdb33300,https://www.ncbi.nlm.nih.gov/pubmed/33035635/; https://www.sciencedirect.com/science/article/pii/S0300957220304962?v=s5; https://api.elsevier.com/content/article/pii/S0300957220304962; https://doi.org/10.1016/j.resuscitation.2020.09.032,Out-of-hospital cardiac arrest during the COVID-19 era in Bologna: System response to preserve performances.,False,False,http://doi.org/10.1016/j.resuscitation.2020.09.032
74003,33035747,['NCT00292552'],['NCT'],['clinicaltrials.gov'],,10.1016/j.rmed.2020.106185,33035747,2i7df7iu,https://api.elsevier.com/content/article/pii/S0954611120303255; https://www.ncbi.nlm.nih.gov/pubmed/33035747/; https://www.sciencedirect.com/science/article/pii/S0954611120303255?v=s5; https://doi.org/10.1016/j.rmed.2020.106185,Journal Pre-proof Combining biomarkers of clot resolution and alveolar basement membrane destruction predicts mortality in the ECLIPSE COPD cohort Combining biomarkers of clot resolution and alveolar basement membrane destruction predicts mortality in the ECLIPSE COPD cohort,False,,http://doi.org/10.1016/j.rmed.2020.106185
74043,33036295,"['NCT03149055', 'NCT03019939']",['NCT'],,,10.3390/jof6040209,33036295,qezcn851,https://www.ncbi.nlm.nih.gov/pubmed/33036295/; https://doi.org/10.3390/jof6040209,Isavuconazole-Animal Data and Clinical Data,False,,http://doi.org/10.3390/jof6040209
74069,33036591,['NCT04286139'],['NCT'],"['ClinicalTrials.gov', 'clinicaltrials.gov']",,10.1186/s12889-020-09590-9,33036591,rpkl58ov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7545375/,Self-management and HeAlth Promotion in Early-stage dementia with e-learning for carers (SHAPE): study protocol for a multi- centre randomised controlled trial,False,,http://doi.org/10.1186/s12889-020-09590-9
74080,33036662,,['IRCT'],['Iranian Registry of Clinical Trials'],Has Trial Pub Type,10.1186/s13063-020-04765-6,33036662,,,Effects of Ginger on clinical manifestations and paraclinical features of patients with Severe Acute Respiratory Syndrome due to COVID-19: A structured summary of a study protocol for a randomized controlled trial.,False,False,http://doi.org/10.1186/s13063-020-04765-6
74083,33036702,['NCT04333849'],['NCT'],,,10.1016/j.maturitas.2020.06.023,33036702,zd0arwmr,https://www.sciencedirect.com/science/article/pii/S0378512220303194?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33036702/; https://doi.org/10.1016/j.maturitas.2020.06.023; https://api.elsevier.com/content/article/pii/S0378512220303194,COVID-19 in seniors: Findings and lessons from mass screening in a nursing home.,False,False,http://doi.org/10.1016/j.maturitas.2020.06.023
74159,33037517,['NCT00268476'],['NCT'],,,10.1007/s40487-020-00132-2,33037517,ck8lchi3,https://doi.org/10.1007/s40487-020-00132-2; https://www.ncbi.nlm.nih.gov/pubmed/33037517/,"Living with Advanced Hormone-Sensitive Prostate Cancer and Treatment with Abiraterone and Androgen Deprivation Therapy: The Patient, Nursing and Physician Perspective",False,,http://doi.org/10.1007/s40487-020-00132-2
74177,33037772,"['NCT04435379', 'NCT04439045', 'NCT03296423', 'NCT04327206', 'NCT04348370']",['NCT'],['ClinicalTrials.gov'],,10.1111/bju.15267,33037772,ba3rrrw2,https://www.ncbi.nlm.nih.gov/pubmed/33037772/; https://doi.org/10.1111/bju.15267,Novel use of an old compound? Urologist-led Bacille Calmette-Guérin vaccine trials in the prevention of coronavirus disease 2019.,False,False,http://doi.org/10.1111/bju.15267
74194,33037990,['NCT02412878'],['NCT'],['ClinicalTrials.gov'],,10.1007/s12185-020-03013-6,33037990,1j2140ol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7547551/,Once-weekly vs. twice-weekly carfilzomib dosing in a subgroup of Japanese relapsed and refractory multiple myeloma patients from a randomized phase 3 trial (A.R.R.O.W.) and comparison with ENDEAVOR,False,,http://doi.org/10.1007/s12185-020-03013-6
74246,33038505,['NCT03602456'],['NCT'],['clinicaltrials.gov'],,10.1016/j.cct.2020.106173,33038505,ryw2w1ye,https://www.ncbi.nlm.nih.gov/pubmed/33038505/; https://api.elsevier.com/content/article/pii/S1551714420302512; https://www.sciencedirect.com/science/article/pii/S1551714420302512?v=s5; https://doi.org/10.1016/j.cct.2020.106173,Journal Pre-proof,False,,http://doi.org/10.1016/j.cct.2020.106173
74283,33038939,"['NCT04320615', 'NCT04486521', 'NCT04394884', 'NCT04372186', 'NCT04329650', 'NCT04370834', 'NCT04330638']",['NCT'],,,10.1016/j.ccell.2020.09.019,33038939,13ergctx,https://www.sciencedirect.com/science/article/pii/S1535610820304931?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/33038939/; https://doi.org/10.1016/j.ccell.2020.09.019; https://api.elsevier.com/content/article/pii/S1535610820304931,Cytokine Storms in Cancer and COVID-19.,False,False,http://doi.org/10.1016/j.ccell.2020.09.019
74302,33038974,['ISRCTN14966673'],['ISRCTN'],['ClinicalTrials.gov'],,10.1016/S2213-2600(20)30454-9,33038974,4jyltfus,https://www.sciencedirect.com/science/article/pii/S2213260020304549; https://www.ncbi.nlm.nih.gov/pubmed/33038974/; https://api.elsevier.com/content/article/pii/S2213260020304549; https://doi.org/10.1016/s2213-2600(20)30454-9,"Clinical impact of molecular point-of-care testing for suspected COVID-19 in hospital (COV-19POC): a prospective, interventional, non-randomised, controlled study.",False,False,http://doi.org/10.1016/S2213-2600(20)30454-9
74315,33039120,"['NCT04364893', 'NCT 04374695']",['NCT'],,,10.1016/j.ancard.2020.09.030,33039120,rlquu417,https://www.ncbi.nlm.nih.gov/pubmed/33039120/; https://doi.org/10.1016/j.ancard.2020.09.030; https://api.elsevier.com/content/article/pii/S0003392820301396; https://www.sciencedirect.com/science/article/pii/S0003392820301396?v=s5,[Association of hypertension and antihypertensive agents and the severity of COVID-19 pneumonia. A monocentric French prospective study].,False,False,http://doi.org/10.1016/j.ancard.2020.09.030
74349,33039356,"['NCT04382586', 'NCT04346199']",['NCT'],['ClinicalTrials.gov'],,10.1016/j.clml.2020.09.005,33039356,pqlxcrdy,https://www.ncbi.nlm.nih.gov/pubmed/33039356/; https://doi.org/10.1016/j.clml.2020.09.005; https://api.elsevier.com/content/article/pii/S2152265020305164; https://www.sciencedirect.com/science/article/pii/S2152265020305164?v=s5,A Case of COVID-19-Induced Lymphocytosis in a Patient With Treatment-Naive CLL: Should It Be treated?,False,False,http://doi.org/10.1016/j.clml.2020.09.005
