,trialid,source_register,date_registration,date_enrollement,retrospective_registration,recruitment_status,phase,study_type,countries,public_title,target_enrollment,web_address
2978,NCT04456088,ClinicalTrials.gov,2020-07-01,2020-07-15,False,Not Recruiting,Phase 2,Interventional,No Country Given,Inhaled NO for the Treatment of COVID-19 Caused by SARS-CoV-2 (CANADA Trial),0,https://clinicaltrials.gov/show/NCT04456088
2979,NCT04468009,ClinicalTrials.gov,2020-07-09,2020-06-25,True,Recruiting,Phase 2,Interventional,Argentina,Treatment of Critically Ill Patients With Covid-19 With Convalescent Plasma,36,https://clinicaltrials.gov/show/NCT04468009
2980,NCT04476888,ClinicalTrials.gov,2020-07-16,2020-04-26,True,Not Recruiting,Not Applicable,Interventional,Pakistan,Convalescent Plasma Treatment in COVID-19,110,https://clinicaltrials.gov/show/NCT04476888
2981,NCT04482595,ClinicalTrials.gov,2020-07-17,2020-11-11,False,Recruiting,Phase 2,Interventional,United States,BIO 300 Oral Suspension in Discharged COVID-19 Patients,66,https://clinicaltrials.gov/show/NCT04482595
2982,NCT04483960,ClinicalTrials.gov,2020-07-22,2020-07-28,False,Recruiting,Phase 3,Interventional,Australia,Australasian COVID-19 Trial (ASCOT) ADAptive Platform Trial,2400,https://clinicaltrials.gov/show/NCT04483960
2983,NCT04502433,ClinicalTrials.gov,2020-08-03,2021-01-06,False,Recruiting,Phase 2,Interventional,United Kingdom,Poractant Alfa - Curosurf and SARS-COV-19 ARDS (Covid-19),85,https://clinicaltrials.gov/show/NCT04502433
2984,NCT04522492,ClinicalTrials.gov,2020-08-07,2020-08-11,False,Not Recruiting,Not Applicable,Interventional,Brazil,Impact of COVID-19 on Mental Health of Patients With Skin Picking,18,https://clinicaltrials.gov/show/NCT04522492
2985,NCT04526990,ClinicalTrials.gov,2020-08-22,2020-09-15,False,Recruiting,Phase 3,Interventional,"Chile, Argentina, Russian Federation, Pakistan, Mexico",Phase III Trial of A COVID-19 Vaccine of Adenovirus Vector in Adults 18 Years Old and Above,40000,https://clinicaltrials.gov/show/NCT04526990
2986,NCT04530396,ClinicalTrials.gov,2020-08-25,2020-09-07,False,Not Recruiting,Phase 3,Interventional,Russian Federation,"Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19",33758,https://clinicaltrials.gov/show/NCT04530396
2987,NCT04542343,ClinicalTrials.gov,2020-09-03,2020-11-01,False,Recruiting,Not Applicable,Interventional,United States,COVID-19 Risk Reduction Among African American Parishioners,265,https://clinicaltrials.gov/show/NCT04542343
2988,NCT04545242,ClinicalTrials.gov,2020-09-05,2021-02-08,False,Not Recruiting,Phase 4,Interventional,Spain,Efficacy of DEXamethasone in Patients With Acute Hypoxemic REspiratory Failure Caused by INfEctions,980,https://clinicaltrials.gov/show/NCT04545242
2989,NCT04572412,ClinicalTrials.gov,2020-09-29,2020-11-25,False,Recruiting,Not Applicable,Interventional,United Kingdom,Low Dose Lung Radiotherapy to Treat COVID-19 Pneumonia,13,https://clinicaltrials.gov/show/NCT04572412
2990,NCT04587219,ClinicalTrials.gov,2020-10-13,2020-10-22,False,Not Recruiting,Phase 2,Interventional,Russian Federation,"The Study of ""Gam-COVID-Vac"" Vaccine Against COVID-19 With the Participation of Volunteers of 60 y.o and Older",110,https://clinicaltrials.gov/show/NCT04587219
2991,NCT04605887,ClinicalTrials.gov,2020-10-27,2021-01-18,False,Recruiting,Phase 2,Interventional,Israel,Angiotensin 1-7 as a Therapy in the Treatment of COVID-19,120,https://clinicaltrials.gov/show/NCT04605887
2992,NCT04609865,ClinicalTrials.gov,2020-10-23,2020-11-04,False,Recruiting,Phase 3,Interventional,France,Impact of Intravenous Lidocaine on Clinical Outcomes of Patients With ARDS During COVID-19 Pandemia,100,https://clinicaltrials.gov/show/NCT04609865
2993,NCT04630054,ClinicalTrials.gov,2020-11-13,2020-11-15,False,Recruiting,Not Applicable,Interventional,Bangladesh,Face Masks to Reduce COVID-19 in Bangladesh,450000,https://clinicaltrials.gov/show/NCT04630054
2994,NCT04634799,ClinicalTrials.gov,2020-11-17,2021-01-08,False,Recruiting,Phase 1/Phase 2,Interventional,United States,Study To antagOnize Plasminogen Activator Inhibitor-1 in Severe COVID-19,80,https://clinicaltrials.gov/show/NCT04634799
2995,NCT04661410,ClinicalTrials.gov,2020-12-07,2020-12-01,True,Recruiting,Not Applicable,Interventional,United States,Reward Re-Training: A New Treatment to Address Reward Imbalance During the COVID-19 Pandemic,60,https://clinicaltrials.gov/show/NCT04661410
2996,NCT04665115,ClinicalTrials.gov,2020-12-10,2021-06-30,False,Not Recruiting,Phase 2,Interventional,United States,Ibrutinib for the Treatment of Patients With B-Cell Malignancies Who Are Infected With Coronavirus Disease 2019 (COVID-19),134,https://clinicaltrials.gov/show/NCT04665115
2997,NCT04712344,ClinicalTrials.gov,2020-12-30,2021-01-18,False,Recruiting,Phase 2,Interventional,Germany,Assessment of Efficacy and Safety of Therapy With COVID-19 Convalescent Plasma in Subjects With Severe COVID-19 (IPCO),58,https://clinicaltrials.gov/show/NCT04712344
2998,NCT04715295,ClinicalTrials.gov,2020-10-02,2020-10-05,False,Recruiting,Phase 4,Interventional,Cameroon,Safety and Efficacy of Doxycycline and Rivaroxaban in COVID-19,200,https://clinicaltrials.gov/show/NCT04715295
2999,NCT04715997,ClinicalTrials.gov,2021-01-18,2020-12-30,True,Recruiting,Phase 1/Phase 2,Interventional,South Korea,"Safety and Immunogenicity Study of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Adults",170,https://clinicaltrials.gov/show/NCT04715997
3000,NCT04716179,ClinicalTrials.gov,2021-01-17,2021-01-18,False,Recruiting,Not Applicable,Interventional,Russian Federation,Prospective Two-arm Study of Fertility in Men With COVID-19,88,https://clinicaltrials.gov/show/NCT04716179
3001,NCT04716647,ClinicalTrials.gov,2021-01-18,2020-10-09,True,Not Recruiting,Not Applicable,Interventional,United Kingdom,Feasibility of Ayurveda in Patients With Mild-to-Moderate COVID-19: A Community-Based Participatory Research,28,https://clinicaltrials.gov/show/NCT04716647
3002,NCT04716998,ClinicalTrials.gov,2021-01-17,2021-01-01,True,Recruiting,Phase 1/Phase 2,Interventional,Israel,Safety and the Efficacy of MesenCure for the Treatment of Pulmonary Manifestations of COVID-19,35,https://clinicaltrials.gov/show/NCT04716998
3003,NCT04718285,ClinicalTrials.gov,2021-01-15,2021-01-30,False,Not Recruiting,Phase 2,Interventional,Turkey,Investigation the Effect of Montelukast in COVID-19,380,https://clinicaltrials.gov/show/NCT04718285
3004,NCT04718480,ClinicalTrials.gov,2021-01-18,2020-11-27,True,Recruiting,Phase 2,Interventional,Hungary,Fluvoxamine Administration in Moderate SARS-CoV-2 (COVID-19) Infected Patients,100,https://clinicaltrials.gov/show/NCT04718480
3005,NCT04718506,ClinicalTrials.gov,2021-01-16,2021-01-12,True,Recruiting,Not Applicable,Interventional,Spain,Rehabilitation for Post-COVID-19 Syndrome Through a Supervised Exercise Intervention,56,https://clinicaltrials.gov/show/NCT04718506
3006,NCT04719208,ClinicalTrials.gov,2020-10-21,2020-10-06,True,Recruiting,Not Applicable,Interventional,United States,[COVID-19] Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,60,https://clinicaltrials.gov/show/NCT04719208
3007,NCT04719234,ClinicalTrials.gov,2021-01-20,2020-06-15,True,Not Recruiting,Not Applicable,Interventional,Turkey,Lung Ultrasonography in COVID-19 Pneumonia,60,https://clinicaltrials.gov/show/NCT04719234
3008,NCT04720404,ClinicalTrials.gov,2021-01-12,2020-06-23,True,Recruiting,Not Applicable,Interventional,Netherlands,Mindful Prevention of Psychopathology in Healthcare Workers During the COVID-19 Crisis (COVID-19 MindPreP),220,https://clinicaltrials.gov/show/NCT04720404
3009,NCT04720612,ClinicalTrials.gov,2021-01-13,2021-02-01,False,Not Recruiting,Phase 2,Interventional,Canada,COVID-19 Immunologic Antiviral Therapy With Omalizumab,200,https://clinicaltrials.gov/show/NCT04720612
3010,NCT04720794,ClinicalTrials.gov,2020-10-13,2020-09-25,True,Not Recruiting,Not Applicable,Interventional,United States,A Study To Evaluate The Performance of the Lucira Health All-In-One COVID-19 Test Kit vs Hologic Panther Fusion,101,https://clinicaltrials.gov/show/NCT04720794
3011,NCT04721236,ClinicalTrials.gov,2021-01-20,2020-11-19,True,Recruiting,Not Applicable,Interventional,Italy,Early Use of Hyperimmune Plasma in COVID-19,300,https://clinicaltrials.gov/show/NCT04721236
3012,NCT04721457,ClinicalTrials.gov,2021-01-19,2021-01-03,True,Recruiting,Phase 4,Interventional,Saudi Arabia,The Efficacy of Pre-procedural Mouth Rinses on COVID-19 Saliva Viral Load,120,https://clinicaltrials.gov/show/NCT04721457
3013,NCT04723550,ClinicalTrials.gov,2021-01-21,2021-01-05,True,Recruiting,Not Applicable,Interventional,China,COVID-19 Lockdown Related Telemedicine for Type 2 Diabetes,120,https://clinicaltrials.gov/show/NCT04723550
3014,NCT04723576,ClinicalTrials.gov,2021-01-14,2020-12-03,True,Recruiting,Not Applicable,Interventional,United States,Mental and Physical Well-Being of Frontline Health Care Workers During Coronavirus Disease 2019 (COVID-19),2132,https://clinicaltrials.gov/show/NCT04723576
3015,NCT04723589,ClinicalTrials.gov,2020-11-26,2021-02-01,False,Not Recruiting,Phase 2,Interventional,No Country Given,Restoration of Endothelial Integrity in Patients With COVID-19 (RELIC),40,https://clinicaltrials.gov/show/NCT04723589
3016,NCT04724538,ClinicalTrials.gov,2020-12-29,2020-10-15,True,Recruiting,Phase 1/Phase 2,Interventional,Russian Federation,Inhalation Low Dose Radionuclide Therapy in Treatment COVID-19,15,https://clinicaltrials.gov/show/NCT04724538
3017,NCT04724616,ClinicalTrials.gov,2021-01-10,2021-01-06,True,Recruiting,Not Applicable,Interventional,Austria,CARTOON: CoronAviRus (COVID-19) educaTional prOgram fOr childreN,60,https://clinicaltrials.gov/show/NCT04724616
3018,NCT04724629,ClinicalTrials.gov,2020-10-05,2021-01-05,False,Recruiting,Phase 3,Interventional,Brazil,Survival TRial Using CytoKines in COVID-19 (STRUCK Trial),60,https://clinicaltrials.gov/show/NCT04724629
3019,NCT04724681,ClinicalTrials.gov,2020-10-21,2021-02-01,False,Recruiting,Not Applicable,Interventional,Denmark,Continuous Wireless Monitoring of Vital Signs and Automated Alerts of Patient Deterioration in Patients Admitted With COVID-19 Infection,800,https://clinicaltrials.gov/show/NCT04724681
3020,NCT04728243,ClinicalTrials.gov,2021-01-20,2021-02-01,False,Not Recruiting,Not Applicable,Interventional,No Country Given,WHO QualityRights E-training in Ghana,216,https://clinicaltrials.gov/show/NCT04728243
3021,ACTRN12620000516987,ANZCTR,2020-04-27,2020-11-25,False,Not Recruiting,Not Applicable,Interventional,New Zealand,Testing a wellbeing app to support wellbeing during the Covid-19 pandemic,90,https://anzctr.org.au/ACTRN12620000516987.aspx
3022,ACTRN12620000634976,ANZCTR,2020-05-29,2020-06-23,False,Not Recruiting,Not Applicable,Interventional,New Zealand,Testing an Online Coping Skills Intervention for People Living with Chronic Illness During the Covid-19 Pandemic,46,https://anzctr.org.au/ACTRN12620000634976.aspx
3023,ACTRN12621000067875,ANZCTR,2021-01-27,2021-02-17,False,Not Recruiting,Phase 1,Interventional,Australia,Assessment of the safety and tolerability of inhaled aerosolised ethanol in adult volunteers for COVID-19,18,https://anzctr.org.au/ACTRN12621000067875.aspx
3024,ACTRN12620000982910,ANZCTR,2020-09-30,2021-02-15,False,Not Recruiting,Phase 3,Interventional,Australia,A randomized double-blind placebo-controlled trial of oral ivermectin for outpatient treatment of those at high risk for hospitalization due to COVID-19,400,https://anzctr.org.au/ACTRN12620000982910.aspx
3025,ISRCTN17941313,ISRCTN,2021-01-20,2020-01-02,True,Recruiting,Not Applicable,Interventional,"Tanzania, Nigeria",Determining trustworthiness and safety of remote consulting during the COVID-19 pandemic in primary healthcare for chronic disease populations in Nigeria and Tanzania,800,http://isrctn.com/ISRCTN17941313
3026,ISRCTN33260034,ISRCTN,2020-08-20,2020-10-20,False,Recruiting,Phase 2,Interventional,United Kingdom,Adalimumab for coronavirus in community care,750,http://isrctn.com/ISRCTN33260034
3027,ChiCTR2000040146,ChiCTR,2020-11-22,2020-12-02,False,Not Recruiting,Phase 2,Interventional,China,"A Phase II, Randomized, Double-Blinded, Placebo-Controlled, Dose-Finding Clinical Trial to Evaluate the Safety and Immunogenicity of Different Doses of COVID-19 DNA Vaccine INO-4800 Administered Intradermally Followed by Electroporation in Healthy Adult and Elderly Volunteers",640,http://www.chictr.org.cn/showproj.aspx?proj=64452
3028,ChiCTR2000039462,ChiCTR,2020-10-28,2020-10-27,True,Recruiting,Phase 2,Interventional,China,A phase II clinical trial for inactivated SARS-CoV-2 (COVID-19) Vaccine (Vero Cells),1000,http://www.chictr.org.cn/showproj.aspx?proj=63353
3029,ChiCTR2000039369,ChiCTR,2020-10-24,2020-02-28,True,Not Recruiting,Not Applicable,Interventional,China,The Effects of Narrative Exposure Therapy on COVID-19 Patients with Post-Traumatic Stress Disorder: a Randomized Controlled Trial,111,http://www.chictr.org.cn/showproj.aspx?proj=63048
3030,ChiCTR2000032457,ChiCTR,2020-04-29,2020-05-01,False,Recruiting,Not Applicable,Interventional,China,Application of pulmonary rehabilitation exercise in the treatment of novel coronavirus pneumonia (COVID-19) patients during convalescence period.,60,http://www.chictr.org.cn/showproj.aspx?proj=52925
3031,NCT04333225,ClinicalTrials.gov,2020-04-01,2020-04-03,False,Not Recruiting,Phase 2,Interventional,United States,Hydroxychloroquine in the Prevention of COVID-19 Infection in Healthcare Workers,228,https://clinicaltrials.gov/show/NCT04333225
3032,NCT04334434,ClinicalTrials.gov,2020-04-02,2020-07-30,False,Not Recruiting,Not Applicable,Interventional,Turkey,Telerehabilitation in Individuals Over 65 Years of Age Having Social Isolation Due to Coronavirus (Covid-19),30,https://clinicaltrials.gov/show/NCT04334434
3033,NCT04337996,ClinicalTrials.gov,2020-04-01,2020-07-13,False,Not Recruiting,Not Applicable,Interventional,France,Dynamic Evaluation of COVID-19 Diagnostic Tests,8,https://clinicaltrials.gov/show/NCT04337996
3034,NCT04338958,ClinicalTrials.gov,2020-04-07,2020-04-22,False,Recruiting,Phase 2,Interventional,Germany,Ruxolitinib in Covid-19 Patients With Defined Hyperinflammation,200,https://clinicaltrials.gov/show/NCT04338958
3035,NCT04341584,ClinicalTrials.gov,2020-04-07,2020-04-08,False,Not Recruiting,Phase 2,Interventional,France,CORIMUNO-ANA: Trial Evaluating Efficacy Of Anakinra In Patients With Covid-19 Infection,161,https://clinicaltrials.gov/show/NCT04341584
3036,NCT04346693,ClinicalTrials.gov,2020-04-08,2020-04-08,False,Not Recruiting,Phase 3,Interventional,Russian Federation,An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,320,https://clinicaltrials.gov/show/NCT04346693
3037,NCT04347031,ClinicalTrials.gov,2020-04-07,2020-04-08,False,Not Recruiting,Phase 2/Phase 3,Interventional,Russian Federation,A Study of the Effectiveness of an Off Label Mefloquine Use for the Treatment of Patients With COVID19,320,https://clinicaltrials.gov/show/NCT04347031
3038,NCT04347174,ClinicalTrials.gov,2020-03-31,2020-04-30,False,Not Recruiting,Not Applicable,Interventional,India,A Clinical Trial of Mycobacterium w in Critically Ill COVID 19 Patients,40,https://clinicaltrials.gov/show/NCT04347174
3039,NCT04347915,ClinicalTrials.gov,2020-04-14,2020-05-06,False,Recruiting,Phase 2,Interventional,South Korea,The Phase 2 Study to Evaluate the Safety and Efficacy of Clevudine in Patients With Moderate COVID-19,60,https://clinicaltrials.gov/show/NCT04347915
3040,NCT04354155,ClinicalTrials.gov,2020-04-13,2020-06-02,False,Recruiting,Phase 2,Interventional,United States,COVID-19 Anticoagulation in Children - Thromboprophlaxis (COVAC-TP) Trial,38,https://clinicaltrials.gov/show/NCT04354155
3041,NCT04365127,ClinicalTrials.gov,2020-04-24,2020-04-27,False,Not Recruiting,Phase 1,Interventional,United States,Progesterone for the Treatment of COVID-19 in Hospitalized Men,40,https://clinicaltrials.gov/show/NCT04365127
3042,NCT04368845,ClinicalTrials.gov,2020-04-20,2020-05-11,False,Recruiting,Not Applicable,Interventional,Greece,Telerehabilitation in Patients With COVID-19 After Hospitalization. The ATHLOS Study,100,https://clinicaltrials.gov/show/NCT04368845
3043,NCT04390477,ClinicalTrials.gov,2020-05-07,2020-05-04,True,Recruiting,Not Applicable,Interventional,Spain,Study to Evaluate the Effect of a Probiotic in COVID-19,40,https://clinicaltrials.gov/show/NCT04390477
3044,NCT04403100,ClinicalTrials.gov,2020-05-23,2020-06-03,False,Recruiting,Phase 3,Interventional,Brazil,"Hydroxychloroquine and Lopinavir/ Ritonavir to Improve the Health of People With COVID-19: ""The Hope Coalition - 1""",1968,https://clinicaltrials.gov/show/NCT04403100
3045,NCT04411433,ClinicalTrials.gov,2020-05-23,2020-05-08,True,Not Recruiting,Phase 3,Interventional,Turkey,Efficacy and Safety of Hydroxychloroquine and Favipiravir in the Treatment of Mild to Moderate COVID-19,1008,https://clinicaltrials.gov/show/NCT04411433
3046,NCT04412668,ClinicalTrials.gov,2020-06-01,2020-06-12,False,Not Recruiting,Phase 2,Interventional,"Puerto Rico, United States",Study to Evaluate the Safety and Efficacy of ATYR1923 In Patients With Severe Pneumonia Related to COVID-19,32,https://clinicaltrials.gov/show/NCT04412668
3047,NCT04435379,ClinicalTrials.gov,2020-06-16,2020-06-18,False,Not Recruiting,Phase 3,Interventional,Germany,Study to Assess VPM1002 in Reducing Hospital Admissions and/or Severe Respiratory Infectious Diseases in Elderly in COVID-19 Pandemic,2038,https://clinicaltrials.gov/show/NCT04435379
3048,NCT04452669,ClinicalTrials.gov,2020-06-29,2020-09-15,False,Recruiting,Phase 2,Interventional,United States,VentaProst in Subjects With COVID-19 Requiring Mechanical Ventilation,20,https://clinicaltrials.gov/show/NCT04452669
3049,NCT04459962,ClinicalTrials.gov,2020-07-03,2020-06-29,True,Not Recruiting,Not Applicable,Interventional,United Kingdom,Covid-19 Breath Test,330,https://clinicaltrials.gov/show/NCT04459962
3050,NCT04462627,ClinicalTrials.gov,2020-07-07,2020-04-14,True,Recruiting,Not Applicable,Interventional,Belgium,Reduction of COVID 19 Transmission to Health Care Professionals,500,https://clinicaltrials.gov/show/NCT04462627
3051,NCT04469114,ClinicalTrials.gov,2020-07-10,2020-09-16,False,Not Recruiting,Phase 2,Interventional,Brazil,Tofacitinib in Hospitalized Patients With COVID-19 Pneumonia,260,https://clinicaltrials.gov/show/NCT04469114
3052,NCT04486001,ClinicalTrials.gov,2020-07-22,2020-12-15,False,Recruiting,Phase 1,Interventional,United States,Study of Intravenous Administration of Allogeneic Adipose Stem Cells for COVID-19,20,https://clinicaltrials.gov/show/NCT04486001
3053,NCT04488575,ClinicalTrials.gov,2020-07-23,2020-08-26,False,Recruiting,Phase 2,Interventional,United States,Safety and Efficacy of EDP1815 in the Treatment of Patients Hospitalized With COVID-19 Infection,60,https://clinicaltrials.gov/show/NCT04488575
3054,NCT04497922,ClinicalTrials.gov,2020-07-30,2021-01-25,False,Recruiting,Not Applicable,Interventional,United States,Virtual White Boards for Patient Satisfaction,100,https://clinicaltrials.gov/show/NCT04497922
3055,NCT04498377,ClinicalTrials.gov,2020-07-31,2021-01-26,False,Recruiting,Phase 2,Interventional,United States,Study of F-652 (IL-22:IgG2 Fusion Protein) in Patients With Moderate to Severe COVID-19,38,https://clinicaltrials.gov/show/NCT04498377
3056,NCT04498442,ClinicalTrials.gov,2020-08-03,2020-05-22,True,Not Recruiting,Not Applicable,Interventional,United States,"A Study on Prevalence, Protection and Recovery From COVID-19 in Seasoned Yoga Practitioners in Comparison to Age and Gender Matched Controls",8519,https://clinicaltrials.gov/show/NCT04498442
3057,NCT04509999,ClinicalTrials.gov,2020-08-07,2020-10-26,False,Recruiting,Phase 3,Interventional,United States,Bicalutamide to Block TMPRSS2 in Males With COVID-19 Infection,100,https://clinicaltrials.gov/show/NCT04509999
3058,NCT04519411,ClinicalTrials.gov,2020-08-18,2020-05-21,True,Recruiting,Not Applicable,Interventional,United States,Transpulmonary Pressure Measurements in Intubated Children With Covid-19 Respiratory Failure,10,https://clinicaltrials.gov/show/NCT04519411
3059,NCT04528368,ClinicalTrials.gov,2020-08-19,2020-12-11,False,Recruiting,Phase 2,Interventional,Brazil,Convalescent Plasma for Treating Patients With COVID-19 Pneumonia Without Indication of Ventilatory Support,60,https://clinicaltrials.gov/show/NCT04528368
3060,NCT04528667,ClinicalTrials.gov,2020-08-20,2021-01-06,False,Recruiting,Phase 2,Interventional,Brazil,Study of the Safety and Efficacy of STI-5656 (Abivertinib Maleate) in Subjects Hospitalized Due to COVID-19,400,https://clinicaltrials.gov/show/NCT04528667
3061,NCT04535856,ClinicalTrials.gov,2020-08-28,2020-11-14,False,Not Recruiting,Phase 1,Interventional,Indonesia,Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients,9,https://clinicaltrials.gov/show/NCT04535856
3062,NCT04537208,ClinicalTrials.gov,2020-09-02,2020-09-03,False,Not Recruiting,Phase 1/Phase 2,Interventional,United States,Study of Recombinant Protein Vaccine Formulations Against COVID-19 in Healthy Adults 18 Years of Age and Older,440,https://clinicaltrials.gov/show/NCT04537208
3063,NCT04557046,ClinicalTrials.gov,2020-09-17,2020-06-26,True,Recruiting,Not Applicable,Interventional,United States,Performance Evaluation of LumiraDx COVID-19 (SARS-CoV-2) Ag Test,400,https://clinicaltrials.gov/show/NCT04557046
3064,NCT04581746,ClinicalTrials.gov,2020-09-22,2020-11-25,False,Recruiting,Not Applicable,Interventional,France,Impact of the Epidemic of COVID-19 Infection Among People Living With HIV (SARS-CoV-2),1800,https://clinicaltrials.gov/show/NCT04581746
3065,NCT04591613,ClinicalTrials.gov,2020-10-10,2020-12-31,False,Recruiting,Not Applicable,Interventional,"France, French Guiana",Late Clinical Events Associated With COVID-19 Infection,1000,https://clinicaltrials.gov/show/NCT04591613
3066,NCT04595084,ClinicalTrials.gov,2020-10-19,2021-02-15,False,Not Recruiting,Not Applicable,Interventional,No Country Given,Remotely Delivered Programs Targeting COVID-19 Stress-Related Depression and Substance Use,240,https://clinicaltrials.gov/show/NCT04595084
3067,NCT04599959,ClinicalTrials.gov,2020-10-22,2020-10-26,False,Not Recruiting,Not Applicable,Interventional,Mexico,COVID-19 Tests: Nasopharyngeal Swab vs Saliva Collected With SalivetteÂ® Cortisol for Viral RNA Sampling for RT-qPCR,144,https://clinicaltrials.gov/show/NCT04599959
3068,NCT04605926,ClinicalTrials.gov,2020-10-21,2020-11-01,False,Not Recruiting,Phase 3,Interventional,Colombia,A Study to Evaluate the Efficacy and Safety of Itolizumab in Subjects Hospitalized With COVID-19,0,https://clinicaltrials.gov/show/NCT04605926
3069,NCT04610138,ClinicalTrials.gov,2020-10-28,2021-02-01,False,Not Recruiting,Phase 2,Interventional,No Country Given,Study of ZnAg Liquid Solution to Treat COVID-19 Symptomatic Participants,276,https://clinicaltrials.gov/show/NCT04610138
3070,NCT04613050,ClinicalTrials.gov,2020-10-30,2020-07-02,True,Recruiting,Not Applicable,Interventional,Egypt,Effect of Respiratory Versus Aerobic Training on Respiratory and Immunity Efficiency in Recovered COVID- 19 Patients,80,https://clinicaltrials.gov/show/NCT04613050
3071,NCT04613271,ClinicalTrials.gov,2020-10-25,2020-10-15,True,Not Recruiting,Phase 3,Interventional,Indonesia,Efficacy and Safety of Favipiravir in Covid-19 Patients in Indonesia,210,https://clinicaltrials.gov/show/NCT04613271
3072,NCT04623021,ClinicalTrials.gov,2020-11-05,2020-09-25,True,Not Recruiting,Phase 2,Interventional,Russian Federation,A Study Evaluating the Efficacy and Safety of CKD-314 (Nafabelltan) in Hospitalized Adult Patients Diagnosed With COVID-19 Pneumonia,104,https://clinicaltrials.gov/show/NCT04623021
3073,NCT04635605,ClinicalTrials.gov,2020-09-28,2020-11-05,False,Recruiting,Phase 2,Interventional,Switzerland,Methylene Blue Treatment of COVID-19,64,https://clinicaltrials.gov/show/NCT04635605
3074,NCT04640038,ClinicalTrials.gov,2020-11-19,2020-12-18,False,Recruiting,Phase 3,Interventional,United States,Contrast Enhanced Ultrasound in COVID-19,30,https://clinicaltrials.gov/show/NCT04640038
3075,NCT04646109,ClinicalTrials.gov,2020-11-15,2020-05-11,True,Not Recruiting,Phase 3,Interventional,Turkey,Ivermectin for Severe COVID-19 Management,66,https://clinicaltrials.gov/show/NCT04646109
3076,NCT04674644,ClinicalTrials.gov,2020-12-16,2020-10-16,True,Not Recruiting,Not Applicable,Interventional,Turkey,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,850,https://clinicaltrials.gov/show/NCT04674644
3077,NCT04682041,ClinicalTrials.gov,2020-12-18,2020-12-22,False,Recruiting,Not Applicable,Interventional,Spain,Evaluating the Impact of EnteraGam In People With COVID-19,420,https://clinicaltrials.gov/show/NCT04682041
3078,NCT04689542,ClinicalTrials.gov,2020-12-29,2021-01-01,False,Recruiting,Not Applicable,Interventional,Belgium,Surgical Face Mask Effects in Patients With COVID-19,30,https://clinicaltrials.gov/show/NCT04689542
3079,NCT04691180,ClinicalTrials.gov,2020-12-17,2021-01-05,False,Recruiting,Phase 1,Interventional,China,"A Phase 1 Study of Human Monoclonal Antibodies, BRII-196 and BRII-198",24,https://clinicaltrials.gov/show/NCT04691180
3080,NCT04695301,ClinicalTrials.gov,2020-12-29,2020-07-01,True,Recruiting,Not Applicable,Interventional,Brazil,Functional Outcomes in COVID-19 Survivors and Use of a Digital Platform for Rehabilitation,50,https://clinicaltrials.gov/show/NCT04695301
3081,NCT04707534,ClinicalTrials.gov,2021-01-11,2021-01-21,False,Recruiting,Phase 4,Interventional,United States,Dexamethasone for COVID-19,300,https://clinicaltrials.gov/show/NCT04707534
3082,NCT04715763,ClinicalTrials.gov,2021-01-14,2021-02-01,False,Not Recruiting,Phase 2,Interventional,No Country Given,INvestigating TELmisartin Study,40,https://clinicaltrials.gov/show/NCT04715763
3083,NCT04721535,ClinicalTrials.gov,2021-01-20,2021-01-01,True,Not Recruiting,Phase 3,Interventional,No Country Given,A Study of DWJ1248 in Prevention of COVID-19 Infection After the Exposure of SARS-COV-2,1012,https://clinicaltrials.gov/show/NCT04721535
3084,NCT04723524,ClinicalTrials.gov,2021-01-22,2020-09-22,True,Recruiting,Phase 2,Interventional,Pakistan,Jinhua Qinggan Granules in the Treatment of COVID-19,300,https://clinicaltrials.gov/show/NCT04723524
3085,NCT04725110,ClinicalTrials.gov,2021-01-21,2021-03-01,False,Not Recruiting,Phase 2,Interventional,No Country Given,Direct Topical Lung T3 Treatment to Improve Outcome & Sequelae of COVID-19 Acute Respiratory Distress Syndrome,250,https://clinicaltrials.gov/show/NCT04725110
3086,NCT04726098,ClinicalTrials.gov,2021-01-23,2021-01-15,True,Recruiting,Phase 4,Interventional,Spain,Low or High Dose of Dexamethasone in Patients With Respiratory Failure by COVID-19,198,https://clinicaltrials.gov/show/NCT04726098
3087,NCT04726111,ClinicalTrials.gov,2021-01-21,2020-12-30,True,Recruiting,Not Applicable,Interventional,France,COVID-19 and Pregnancy: Placental and Immunological Impacts,200,https://clinicaltrials.gov/show/NCT04726111
3088,NCT04726163,ClinicalTrials.gov,2021-01-19,2021-01-29,False,Recruiting,Not Applicable,Interventional,France,Tele-expertise in Patients With Diabetes Hospitalized for Covid-19 Infection,60,https://clinicaltrials.gov/show/NCT04726163
